chr	CO_start	CO_end	chr	CO_midpoint_Start	CO_midpoint_End	sample	
7	142399609	142420593	7	142410101	142410102	FBMB129_GCCAAT_L002_R1_001.fastq_q5.bam.group	
8	7298968	7299673	8	7299320	7299321	FBMB129_GCCAAT_L002_R1_001.fastq_q5.bam.group	
9	8420867	8425716	9	8423291	8423292	FBMB129_GCCAAT_L002_R1_001.fastq_q5.bam.group	
2	16873555	16874513	2	16874034	16874035	FBMB13_bowtie2_q5.bam.group	
2	214672089	214692956	2	214682522	214682523	FBMB13_bowtie2_q5.bam.group	
4	13418727	13426272	4	13422499	13422500	FBMB13_bowtie2_q5.bam.group	
5	43405310	44475329	5	43940319	43940320	FBMB13_bowtie2_q5.bam.group	
6	114936580	114937385	6	114936982	114936983	FBMB13_bowtie2_q5.bam.group	
7	141578841	141579500	7	141579170	141579171	FBMB13_bowtie2_q5.bam.group	
8	131675584	136225649	8	133950616	133950617	FBMB13_bowtie2_q5.bam.group	
9	2931657	6000645	9	4466151	4466152	FBMB13_bowtie2_q5.bam.group	
9	137414914	137416108	9	137415511	137415512	FBMB13_bowtie2_q5.bam.group	
10	6861411	6862668	10	6862039	6862040	FBMB13_bowtie2_q5.bam.group	
1	2239328	6038070	1	4138699	4138700	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
2	215040976	215041432	2	215041204	215041205	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
4	3474315	3475805	4	3475060	3475061	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
6	102284476	102300208	6	102292342	102292343	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
7	167629684	167630180	7	167629932	167629933	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
8	172376091	172398415	8	172387253	172387254	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
9	11162378	11163887	9	11163132	11163133	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
10	141268768	141270634	10	141269701	141269702	FBMB130_CAGATC_L002_R1_001.fastq_q5.bam.group	
1	62284317	62294864	1	62289590	62289591	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
1	174545538	174552857	1	174549197	174549198	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
1	289113136	289113366	1	289113251	289113252	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
2	10383582	10384330	2	10383956	10383957	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
5	188916790	188917363	5	188917076	188917077	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
6	31318952	32338088	6	31828520	31828521	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
7	167613184	167613855	7	167613519	167613520	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
8	171597432	172097091	8	171847261	171847262	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
9	106413649	107151247	9	106782448	106782449	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
10	4966963	4984375	10	4975669	4975670	FBMB131_CTTGTA_L002_R1_001.fastq_q5.bam.group	
1	82943265	82944119	1	82943692	82943693	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
1	174285834	174285880	1	174285857	174285858	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
3	3538508	3550141	3	3544324	3544325	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
3	183647720	183648873	3	183648296	183648297	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
5	195331065	195403697	5	195367381	195367382	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
7	162758826	162944721	7	162851773	162851774	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
8	8863107	8863187	8	8863147	8863148	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
8	121887265	121889870	8	121888567	121888568	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
9	12924343	12944783	9	12934563	12934564	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
10	10580347	10580416	10	10580381	10580382	FBMB132_ATCACG_L003_R1_001.fastq_q5.bam.group	
1	83004026	83009383	1	83006704	83006705	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
1	224372026	224372086	1	224372056	224372057	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
1	251620097	251622111	1	251621104	251621105	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
1	264388293	264530614	1	264459453	264459454	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
2	205798958	205799462	2	205799210	205799211	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
3	3986869	3987445	3	3987157	3987158	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
3	181615798	181616971	3	181616384	181616385	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
4	4749744	4749900	4	4749822	4749823	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
6	111748806	111759924	6	111754365	111754366	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
7	7449265	7449737	7	7449501	7449502	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
9	135889204	135890139	9	135889671	135889672	FBMB133_TTAGGC_L003_R1_001.fastq_q5.bam.group	
1	10829587	11300762	1	11065174	11065175	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
1	77846168	77846311	1	77846239	77846240	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
1	203546851	203547137	1	203546994	203546995	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
2	168536200	168536255	2	168536227	168536228	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
3	1975926	1976506	3	1976216	1976217	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
4	13164783	13165521	4	13165152	13165153	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
4	173295060	173905899	4	173600479	173600480	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
5	43048272	43048434	5	43048353	43048354	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
7	161863616	161863760	7	161863688	161863689	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
8	4453089	4453136	8	4453112	4453113	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
8	131527023	131530344	8	131528683	131528684	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
9	149667167	149668552	9	149667859	149667860	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
10	5454096	5456593	10	5455344	5455345	FBMB134_ACTTGA_L003_R1_001.fastq_q5.bam.group	
2	144073579	144073708	2	144073643	144073644	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
3	2126980	2128380	3	2127680	2127681	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
6	131451035	131451361	6	131451198	131451199	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
7	6063964	6064240	7	6064102	6064103	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
8	5331674	5332035	8	5331854	5331855	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
10	6032968	6043448	10	6038208	6038209	FBMB135_GATCAG_L003_R1_001.fastq_q5.bam.group	
1	7401398	7401697	1	7401547	7401548	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
2	28894216	30777816	2	29836016	29836017	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
3	28955337	28957519	3	28956428	28956429	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
4	7150910	7150980	4	7150945	7150946	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
4	192779495	196809781	4	194794638	194794639	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
5	156814436	156831976	5	156823206	156823207	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
5	201404044	201404098	5	201404071	201404072	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
8	75302856	75304014	8	75303435	75303436	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
8	160107010	160600220	8	160353615	160353616	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
9	21961931	21964095	9	21963013	21963014	FBMB136_TAGCTT_L003_R1_001.fastq_q5.bam.group	
1	12514012	12515281	1	12514646	12514647	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
1	196428156	196429745	1	196428950	196428951	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
2	199205166	199206642	2	199205904	199205905	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
3	9236249	9236741	3	9236495	9236496	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
5	63207008	63210275	5	63208641	63208642	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
5	176029852	176030237	5	176030044	176030045	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
8	6574212	6583168	8	6578690	6578691	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
9	146697879	146698409	9	146698144	146698145	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
10	132350586	132351568	10	132351077	132351078	FBMB137_GGCTAC_L003_R1_001.fastq_q5.bam.group	
2	10628204	10646592	2	10637398	10637399	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
3	10522051	10522517	3	10522284	10522285	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
3	176564789	176566556	3	176565672	176565673	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
3	185525080	185525646	3	185525363	185525364	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
4	3471724	3473546	4	3472635	3472636	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
7	3011155	3012893	7	3012024	3012025	FBMB138_CGATGT_L003_R1_001.fastq_q5.bam.group	
1	12487609	12487720	1	12487664	12487665	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
1	62454795	62455526	1	62455160	62455161	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
1	220708206	220708321	1	220708263	220708264	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
2	180779614	182779614	2	181779614	181779615	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
3	187618418	187619036	3	187618727	187618728	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
4	185387136	185388501	4	185387818	185387819	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
6	21974417	21982825	6	21978621	21978622	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
7	5105008	5105080	7	5105044	5105045	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
7	165908187	165908239	7	165908213	165908214	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
8	4453136	4453148	8	4453142	4453143	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
8	101419103	101435581	8	101427342	101427343	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
9	149727056	149732289	9	149729672	149729673	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
10	7140507	7154572	10	7147539	7147540	FBMB139_TGACCA_L003_R1_001.fastq_q5.bam.group	
1	189592000	189614585	1	189603292	189603293	FBMB14_bowtie2_q5.bam.group	
1	195592882	211265586	1	203429234	203429235	FBMB14_bowtie2_q5.bam.group	
2	10213033	10213119	2	10213076	10213077	FBMB14_bowtie2_q5.bam.group	
2	180779614	219800028	2	200289821	200289822	FBMB14_bowtie2_q5.bam.group	
2	225575258	225575460	2	225575359	225575360	FBMB14_bowtie2_q5.bam.group	
3	136959168	136990803	3	136974985	136974986	FBMB14_bowtie2_q5.bam.group	
4	20740290	20741252	4	20740771	20740772	FBMB14_bowtie2_q5.bam.group	
4	197071368	197071477	4	197071422	197071423	FBMB14_bowtie2_q5.bam.group	
5	185699113	185701092	5	185700102	185700103	FBMB14_bowtie2_q5.bam.group	
7	138124912	138187977	7	138156444	138156445	FBMB14_bowtie2_q5.bam.group	
9	146528985	146529016	9	146529000	146529001	FBMB14_bowtie2_q5.bam.group	
9	11732058	11733020	9	11732539	11732540	FBMB14_bowtie2_q5.bam.group	
10	122230786	122231538	10	122231162	122231163	FBMB14_bowtie2_q5.bam.group	
1	7563881	7564582	1	7564231	7564232	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
3	192767807	192768922	3	192768364	192768365	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
4	14603208	14630989	4	14617098	14617099	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
5	53115746	58532195	5	55823970	55823971	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
5	181011039	181051978	5	181031508	181031509	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
6	129956851	129957284	6	129957067	129957068	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
7	157712345	157713146	7	157712745	157712746	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
8	5313107	5313328	8	5313217	5313218	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
8	168480358	168480541	8	168480449	168480450	FBMB140_ACAGTG_L003_R1_001.fastq_q5.bam.group	
1	295193799	295194109	1	295193954	295193955	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
2	204920937	204920969	2	204920953	204920954	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
3	51228360	52462798	3	51845579	51845580	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
4	5085868	5111440	4	5098654	5098655	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
5	74343749	74344451	5	74344100	74344101	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
6	152645303	154695098	6	153670200	153670201	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
7	128010833	128065351	7	128038092	128038093	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
7	170621904	172214735	7	171418319	171418320	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
9	72703816	73012309	9	72858062	72858063	FBMB141_GCCAAT_L003_R1_001.fastq_q5.bam.group	
1	185199708	185242775	1	185221241	185221242	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
1	292560111	292571629	1	292565870	292565871	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
3	193560948	194963167	3	194262057	194262058	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
4	20402508	20405547	4	20404027	20404028	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
4	185724949	185725583	4	185725266	185725267	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
5	67046677	67047709	5	67047193	67047194	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
6	152251615	152253254	6	152252434	152252435	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
9	100876241	100876446	9	100876343	100876344	FBMB142_CAGATC_L003_R1_001.fastq_q5.bam.group	
1	23579284	23579850	1	23579567	23579568	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
1	202308997	202324284	1	202316640	202316641	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
3	214000000	216000000	3	215000000	215000001	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
4	10005594	10009098	4	10007346	10007347	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
5	14178574	14179633	5	14179103	14179104	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
7	4908491	4918036	7	4913263	4913264	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
8	12871050	12871065	8	12871057	12871058	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
9	23521803	23522696	9	23522249	23522250	FBMB144_CTTGTA_L003_R1_001.fastq_q5.bam.group	
1	223787200	223789556	1	223788378	223788379	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
1	251108380	251108918	1	251108649	251108650	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
2	214153058	214205594	2	214179326	214179327	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
3	12928691	12929461	3	12929076	12929077	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
4	166777230	166870200	4	166823715	166823716	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
5	38760840	39797829	5	39279334	39279335	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
5	157404589	160501724	5	158953156	158953157	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
6	96338706	96342768	6	96340737	96340738	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
7	5335517	5342733	7	5339125	5339126	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
7	162963064	162963159	7	162963111	162963112	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
8	24308526	24336276	8	24322401	24322402	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
8	117150936	117151165	8	117151050	117151051	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
9	106413649	107151247	9	106782448	106782449	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
9	147986197	147987606	9	147986901	147986902	FBMB145_ATCACG_L004_R1_cm.fastq_q5.bam.group	
2	205038653	205174040	2	205106346	205106347	FBMB146_TTAGGC_L004_R1_cm.fastq	
3	17576044	17577405	3	17576724	17576725	FBMB146_TTAGGC_L004_R1_cm.fastq	
3	187012383	187014814	3	187013598	187013599	FBMB146_TTAGGC_L004_R1_cm.fastq	
6	94746504	94759407	6	94752955	94752956	FBMB146_TTAGGC_L004_R1_cm.fastq	
8	19125866	19204064	8	19164965	19164966	FBMB146_TTAGGC_L004_R1_cm.fastq	
9	7308208	7310036	9	7309122	7309123	FBMB146_TTAGGC_L004_R1_cm.fastq	
9	135858401	135860305	9	135859353	135859354	FBMB146_TTAGGC_L004_R1_cm.fastq	
10	5085742	5085804	10	5085773	5085774	FBMB146_TTAGGC_L004_R1_cm.fastq	
2	21871024	21871803	2	21871413	21871414	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
3	12529265	12532911	3	12531088	12531089	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
4	6403695	6403959	4	6403827	6403828	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
4	179664904	179665156	4	179665030	179665031	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
5	151713085	151714247	5	151713666	151713667	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
6	123432675	123433695	6	123433185	123433186	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
7	9199016	9199199	7	9199107	9199108	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
7	111495327	111534583	7	111514955	111514956	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
9	149726264	149726368	9	149726316	149726317	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
9	13755379	13755860	9	13755619	13755620	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
10	4245613	4252392	10	4249002	4249003	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
10	130286206	130286789	10	130286497	130286498	FBMB147_ACTTGA_L007_R1_cm.fastq_q5.bam.group	
1	82385094	82391869	1	82388481	82388482	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
1	203551672	279820485	1	241686078	241686079	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
1	285080657	285081371	1	285081014	285081015	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
2	224241130	224241443	2	224241286	224241287	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
3	5845581	5846628	3	5846104	5846105	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
4	42890610	42895912	4	42893261	42893262	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
6	20613169	20734025	6	20673597	20673598	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
7	160446842	160446962	7	160446902	160446903	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
8	11864902	11875794	8	11870348	11870349	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
9	18331162	18331558	9	18331360	18331361	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
10	3184668	3185286	10	3184977	3184978	FBMB148_GATCAG_L004_R1_cm.fastq_q5.bam.group	
7	29562761	29575830	7	29569295	29569296	FBMB149_TAGCTT_L004_R1_cm.fastq_q5.bam.group	
1	52331984	52334281	1	52333132	52333133	FBMB15_bowtie2_q5.bam.group	
1	223785955	223786314	1	223786134	223786135	FBMB15_bowtie2_q5.bam.group	
1	271313123	271334083	1	271323603	271323604	FBMB15_bowtie2_q5.bam.group	
3	8304000	8316916	3	8310458	8310459	FBMB15_bowtie2_q5.bam.group	
4	11644201	11646966	4	11645583	11645584	FBMB15_bowtie2_q5.bam.group	
5	195419973	195433831	5	195426902	195426903	FBMB15_bowtie2_q5.bam.group	
6	111049178	111139909	6	111094543	111094544	FBMB15_bowtie2_q5.bam.group	
7	9328823	9329001	7	9328912	9328913	FBMB15_bowtie2_q5.bam.group	
8	115986462	115993139	8	115989800	115989801	FBMB15_bowtie2_q5.bam.group	
9	20865834	20866121	9	20865977	20865978	FBMB15_bowtie2_q5.bam.group	
1	77134882	77135335	1	77135108	77135109	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
2	62241202	62241431	2	62241316	62241317	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
5	11910405	11910587	5	11910496	11910497	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
7	14332983	14348433	7	14340708	14340709	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
8	10980277	10986006	8	10983141	10983142	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
8	107999981	157222586	8	132611283	132611284	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
9	110072145	110072257	9	110072201	110072202	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
9	1338847	1339314	9	1339080	1339081	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
10	139810102	139828394	10	139819248	139819249	FBMB150_GGCTAC_L004_R1_cm.fastq_q5.bam.group	
1	179924586	179924735	1	179924660	179924661	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
1	294898683	294899026	1	294898854	294898855	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
3	199661227	199662964	3	199662095	199662096	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
6	124802834	124803333	6	124803083	124803084	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
7	2319790	2319811	7	2319800	2319801	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
7	106785952	106786272	7	106786112	106786113	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
8	4453136	4453645	8	4453390	4453391	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
10	2783075	2783119	10	2783097	2783098	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
10	141497542	141497627	10	141497584	141497585	FBMB151_CGATGT_L004_R1_001.fastq_q5.bam.group	
1	9199787	9242574	1	9221180	9221181	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
1	55209240	58430292	1	56819766	56819767	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
1	88849928	88854668	1	88852298	88852299	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
1	256937779	256937966	1	256937872	256937873	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
2	169385061	169386325	2	169385693	169385694	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
3	147404171	147404810	3	147404490	147404491	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
4	161767325	166733521	4	164250423	164250424	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
5	4296787	4296900	5	4296843	4296844	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
6	163819694	163819890	6	163819792	163819793	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
7	123696669	123697139	7	123696904	123696905	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
8	172097091	172204850	8	172150970	172150971	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
10	139796717	139811215	10	139803966	139803967	FBMB152_TGACCA_L004_R1_001.fastq_q5.bam.group	
2	219726906	219730267	2	219728586	219728587	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
4	173941307	173985644	4	173963475	173963476	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
6	93496299	93496679	6	93496489	93496490	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
7	99172695	99172905	7	99172800	99172801	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
7	167100155	167103687	7	167101921	167101922	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
8	4453148	4453528	8	4453338	4453339	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
8	105317180	105317551	8	105317365	105317366	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
10	146188560	146189269	10	146188914	146188915	FBMB153_ACAGTG_L004_R1_001.fastq_q5.bam.group	
1	281062312	281062466	1	281062389	281062390	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
2	208078089	208078998	2	208078543	208078544	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
3	4723890	4725534	3	4724712	4724713	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
8	96252837	96265426	8	96259131	96259132	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
9	13362497	13363924	9	13363210	13363211	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
10	145949315	145950323	10	145949819	145949820	FBMB154_GCCAAT_L004_R1_001.fastq_q5.bam.group	
1	25375495	25375679	1	25375587	25375588	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
2	60871369	60873020	2	60872194	60872195	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
3	9436000	9450165	3	9443082	9443083	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
3	173515899	173516230	3	173516064	173516065	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
4	13145551	13156310	4	13150930	13150931	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
5	168863785	168867551	5	168865668	168865669	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
5	184184580	184313852	5	184249216	184249217	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
6	147137647	149201028	6	148169337	148169338	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
8	111826548	111827083	8	111826815	111826816	FBMB155_CAGATC_L004_R1_001.fastq_q5.bam.group	
1	2239328	6038070	1	4138699	4138700	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
1	88478570	88481626	1	88480098	88480099	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
1	182648944	182654684	1	182651814	182651815	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
