chr,pos_v5,SNP_newID,cM,cM_norm
Chr2,2964904,M1108,7.2,10.8
Chr2,3013250,M1110,7.6,11.2
Chr2,3043073,M1111,7.8,11.4
Chr2,3074194,M1112,8.0,11.6
Chr2,3104009,M1113,8.2,11.799999999999999
Chr2,3131880,M1114,8.4,12.0
Chr2,3182962,M1116,8.8,12.4
Chr2,3211938,M1117,9.0,12.6
Chr2,3240914,M1118,9.2,12.799999999999999
Chr2,3278431,M1120,9.6,13.2
Chr2,3392230,M1122,10.0,13.6
Chr2,3496899,M1123,10.2,13.799999999999999
Chr2,3574772,M1124,10.4,14.0
Chr2,3663547,M1125,10.6,14.2
Chr2,3711875,M1126,10.8,14.4
Chr2,3791661,M1127,11.0,14.6
Chr2,3871553,M1128,11.2,14.799999999999999
Chr2,3940070,M1129,11.4,15.0
Chr2,3977340,M1130,11.6,15.2
Chr2,4041452,M1131,11.8,15.4
Chr2,4159625,M1132,12.0,15.6
Chr2,4201092,M1133,12.2,15.799999999999999
Chr2,4245528,M1134,12.4,16.0
Chr2,4291101,M1135,12.6,16.2
Chr2,4343676,M1136,12.8,16.400000000000002
Chr2,4403400,M1137,13.0,16.6
Chr2,4458301,M1138,13.2,16.8
Chr2,4509727,M1139,13.4,17.0
Chr2,4561674,M1140,13.6,17.2
Chr2,4612225,M1141,13.8,17.400000000000002
Chr2,4664319,M1142,14.0,17.6
Chr2,4716378,M1143,14.2,17.8
Chr2,4770970,M1144,14.4,18.0
Chr2,4870293,M1146,14.8,18.400000000000002
Chr2,4925482,M1147,15.0,18.6
Chr2,5015312,M1148,15.2,18.8
Chr2,5108131,M1150,15.6,19.2
Chr2,5160493,M1151,15.8,19.400000000000002
Chr2,5295790,M1154,16.4,20.0
Chr2,5369916,M1155,16.6,20.200000000000003
Chr2,5421980,M1156,16.8,20.400000000000002
Chr2,5468510,M1157,17.0,20.6
Chr2,5524450,M1158,17.2,20.8
Chr2,5576504,M1159,17.4,21.0
Chr2,5625896,M1160,17.6,21.200000000000003
Chr2,5661763,M1161,17.8,21.400000000000002
Chr2,5699152,M1162,18.0,21.6
Chr2,5760766,M1163,18.2,21.8
Chr2,5852237,M1164,18.4,22.0
Chr2,5943699,M1165,18.6,22.200000000000003
Chr2,6034349,M1166,18.8,22.400000000000002
Chr2,6121745,M1167,19.0,22.6
Chr2,6211663,M1168,19.2,22.8
Chr2,6290361,M1169,19.4,23.0
Chr2,6357716,M1170,19.6,23.200000000000003
Chr2,6591384,M1173,20.2,23.8
Chr2,6658353,M1174,20.4,24.0
Chr2,6729516,M1175,20.6,24.200000000000003
Chr2,6797005,M1176,20.8,24.400000000000002
Chr2,6863185,M1177,21.0,24.6
Chr2,7209555,M1182,22.0,25.6
Chr2,7212186,M1183,22.2,25.8
Chr2,7279509,M1184,22.4,26.0
Chr2,7356800,M1185,22.6,26.200000000000003
Chr2,7440612,M1186,22.8,26.400000000000002
Chr2,7654695,M1189,23.4,27.0
Chr2,7733777,M1190,23.6,27.200000000000003
Chr2,7810633,M1191,23.8,27.400000000000002
Chr2,8140701,M1199,25.4,29.0
Chr2,8314540,M1200,25.6,29.200000000000003
Chr2,8390717,M1201,25.8,29.400000000000002
Chr2,8468993,M1202,26.0,29.6
Chr2,8545961,M1203,26.2,29.8
Chr2,8639702,M1204,26.4,30.0
Chr2,8694354,M1205,26.6,30.200000000000003
Chr2,8770851,M1206,26.8,30.400000000000002
Chr2,8849168,M1207,27.0,30.6
Chr2,8932378,M1208,27.2,30.8
Chr2,9009718,M1209,27.4,31.0
Chr2,9173770,M1210,27.6,31.200000000000003
Chr2,9523269,M1212,28.0,31.6
Chr2,9584746,M1213,28.2,31.8
Chr2,9653923,M1214,28.4,32.0
Chr2,9723140,M1215,28.6,32.2
Chr2,9790552,M1216,28.8,32.4
Chr2,9859768,M1217,29.0,32.6
Chr2,9928822,M1218,29.2,32.8
Chr2,9998027,M1219,29.4,33.0
Chr2,10110710,M1220,29.6,33.2
Chr2,10252050,M1222,30.0,33.6
Chr2,10298252,M1223,30.2,33.8
Chr2,10383603,M1224,30.4,34.0
Chr2,10455098,M1225,30.6,34.2
Chr2,10521521,M1226,30.8,34.4
Chr2,10586887,M1227,31.0,34.6
Chr2,10656878,M1228,31.2,34.8
Chr2,10718584,M1229,31.4,35.0
Chr2,10785071,M1230,31.6,35.2
Chr2,10882227,M1231,31.8,35.4
Chr2,10950040,M1232,32.0,35.6
Chr2,11082142,M1234,32.4,36.0
Chr2,11147308,M1235,32.6,36.2
Chr2,11214205,M1236,32.8,36.4
Chr2,11330312,M1240,33.6,37.2
Chr2,11396819,M1241,33.8,37.4
Chr2,11462579,M1242,34.0,37.6
Chr2,11528677,M1243,34.2,37.800000000000004
Chr2,11588329,M1244,34.4,38.0
Chr2,11643535,M1245,34.6,38.2
Chr2,11731367,M1246,34.8,38.4
Chr2,11797775,M1247,35.0,38.6
Chr2,11864774,M1248,35.2,38.800000000000004
Chr2,11932439,M1249,35.4,39.0
Chr2,11998922,M1250,35.6,39.2
Chr2,12065416,M1251,35.8,39.4
Chr2,12144192,M1252,36.0,39.6
Chr2,12240312,M1253,36.2,39.800000000000004
Chr2,12337051,M1254,36.4,40.0
Chr2,12429843,M1255,36.6,40.2
Chr2,12527755,M1256,36.8,40.4
Chr2,12725563,M1258,37.2,40.800000000000004
Chr2,12818973,M1259,37.4,41.0
Chr2,12912269,M1260,37.6,41.2
Chr2,13010338,M1261,37.8,41.4
Chr2,13110893,M1262,38.0,41.6
Chr2,13216186,M1263,38.2,41.800000000000004
Chr2,13312011,M1264,38.4,42.0
Chr2,13496489,M1266,38.8,42.4
Chr2,13595136,M1267,39.0,42.6
Chr2,13695287,M1268,39.2,42.800000000000004
Chr2,13793056,M1269,39.4,43.0
Chr2,13891183,M1270,39.6,43.2
Chr2,13991126,M1271,39.8,43.4
Chr2,14077750,M1273,40.2,43.800000000000004
Chr2,14194116,M1274,40.4,44.0
Chr2,14295193,M1275,40.6,44.2
Chr2,14462197,M1276,40.8,44.4
Chr2,14671897,M1277,41.0,44.6
Chr2,15021868,M1279,41.4,45.0
Chr2,15257588,M1280,41.6,45.2
Chr2,15330636,M1281,41.8,45.4
Chr2,15476516,M1283,42.2,45.800000000000004
Chr2,15551690,M1284,42.4,46.0
Chr2,15625766,M1285,42.6,46.2
Chr2,15705070,M1286,42.8,46.4
Chr2,15817104,M1287,43.0,46.6
Chr2,15927936,M1289,43.4,47.0
Chr2,16002032,M1290,43.6,47.2
Chr2,16073713,M1291,43.8,47.4
Chr2,16148523,M1292,44.0,47.6
Chr2,16222600,M1293,44.2,47.800000000000004
Chr2,16305239,M1294,44.4,48.0
Chr2,16373027,M1295,44.6,48.2
Chr2,16446561,M1296,44.8,48.4
Chr2,16521316,M1297,45.0,48.6
Chr2,16596314,M1298,45.2,48.800000000000004
Chr2,16690899,M1300,45.6,49.2
Chr2,17089164,M1312,48.0,51.6
Chr2,17264670,M1313,48.2,51.800000000000004
Chr2,17785935,M1316,48.8,52.4
Chr2,17974978,M1317,49.0,52.6
Chr2,18151034,M1318,49.2,52.800000000000004
Chr2,18517988,M1320,49.6,53.2
Chr2,18558974,M1321,49.8,53.4
Chr2,18640650,M1323,50.2,53.800000000000004
Chr2,18654309,M1324,50.4,54.0
Chr2,18709675,M1325,50.6,54.2
Chr2,18907449,M1326,50.8,54.4
Chr2,19092764,M1327,51.0,54.6
Chr2,19277269,M1328,51.2,54.800000000000004
Chr2,19466881,M1329,51.4,55.0
Chr2,19661489,M1330,51.6,55.2
Chr2,19858027,M1331,51.8,55.4
Chr2,19971156,M1332,52.0,55.6
Chr2,20084060,M1333,52.2,55.800000000000004
Chr2,20205643,M1334,52.4,56.0
Chr2,20324360,M1335,52.6,56.2
Chr2,20444694,M1336,52.8,56.4
Chr2,20568041,M1337,53.0,56.6
Chr2,20792767,M1338,53.2,56.800000000000004
Chr2,20937163,M1339,53.4,57.0
Chr2,21034163,M1340,53.6,57.2
Chr2,21216641,M1342,54.0,57.6
Chr2,21304631,M1343,54.2,57.800000000000004
Chr2,21400852,M1344,54.4,58.0
Chr2,21845858,M1347,55.0,58.6
Chr2,22035495,M1348,55.2,58.800000000000004
Chr2,22229010,M1349,55.4,59.0
Chr2,22446642,M1350,55.6,59.2
Chr2,22788409,M1352,56.0,59.6
Chr2,22987056,M1353,56.2,59.800000000000004
Chr2,23174803,M1354,56.4,60.0
Chr2,24010226,M1356,56.8,60.4
Chr2,24238815,M1357,57.0,60.6
Chr2,24529973,M1358,57.2,60.800000000000004
Chr2,24794452,M1359,57.4,61.0
Chr2,25032160,M1360,57.6,61.2
Chr2,25286831,M1361,57.8,61.4
Chr2,25542577,M1362,58.0,61.6
Chr2,25810103,M1363,58.2,61.800000000000004
Chr2,26069300,M1364,58.4,62.0
Chr2,26448182,M1366,58.8,62.4
Chr2,26490260,M1367,59.0,62.6
Chr2,26647088,M1368,59.2,62.800000000000004
Chr2,26746447,M1369,59.4,63.0
Chr2,26842309,M1370,59.6,63.2
Chr2,27093155,M1372,60.0,63.6
Chr2,27230786,M1373,60.2,63.800000000000004
Chr2,27364239,M1374,60.4,64.0
Chr2,27488537,M1375,60.6,64.2
Chr2,27638376,M1376,60.8,64.39999999999999
Chr2,27765891,M1377,61.0,64.6
Chr2,27904574,M1378,61.2,64.8
Chr2,28043050,M1379,61.4,65.0
Chr2,28167594,M1380,61.6,65.2
Chr2,28800048,M1381,61.8,65.39999999999999
Chr2,29771176,M1383,62.2,65.8
Chr2,30132147,M1384,62.4,66.0
Chr2,30510143,M1385,62.6,66.2
Chr2,31264303,M1387,63.0,66.6
Chr2,31655493,M1388,63.2,66.8
Chr2,32043089,M1389,63.4,67.0
Chr2,33460735,M1393,64.2,67.8
Chr2,33667272,M1394,64.4,68.0
Chr2,34339134,M1396,64.8,68.39999999999999
Chr2,34646251,M1397,65.0,68.6
Chr2,34992567,M1398,65.2,68.8
Chr2,35315965,M1399,65.4,69.0
Chr2,35946385,M1401,65.8,69.39999999999999
Chr2,36548313,M1403,66.2,69.8
Chr2,36843947,M1404,66.4,70.0
Chr2,37102276,M1405,66.6,70.19999999999999
Chr2,37424966,M1406,66.8,70.39999999999999
Chr2,37743957,M1407,67.0,70.6
Chr2,38013326,M1408,67.2,70.8
Chr2,38316356,M1409,67.4,71.0
Chr2,38640879,M1410,67.6,71.19999999999999
Chr2,39107919,M1411,67.8,71.39999999999999
Chr2,39504626,M1412,68.0,71.6
Chr2,39887666,M1413,68.2,71.8
Chr2,40287407,M1414,68.4,72.0
Chr2,40977526,M1416,68.8,72.39999999999999
Chr2,41365372,M1417,69.0,72.6
Chr2,41760894,M1418,69.2,72.8
Chr2,42465249,M1419,69.4,73.0
Chr2,43188241,M1420,69.6,73.19999999999999
Chr2,44640811,M1422,70.0,73.6
Chr2,45324075,M1423,70.2,73.8
Chr2,45722511,M1424,70.4,74.0
Chr2,46654414,M1427,71.0,74.6
Chr2,47182041,M1428,71.2,74.8
Chr2,47908054,M1429,71.4,75.0
Chr2,48682694,M1430,71.6,75.19999999999999
Chr2,50465033,M1432,72.0,75.6
Chr2,51585188,M1433,72.2,75.8
Chr2,53831617,M1435,72.6,76.19999999999999
Chr2,54986440,M1436,72.8,76.39999999999999
Chr2,56107681,M1437,73.0,76.6
Chr2,57248028,M1438,73.2,76.8
Chr2,58400765,M1439,73.4,77.0
Chr2,58820710,M1440,73.6,77.19999999999999
Chr2,59230389,M1441,73.8,77.39999999999999
Chr2,59650757,M1442,74.0,77.6
Chr2,60051955,M1443,74.2,77.8
Chr2,60454091,M1444,74.4,78.0
Chr2,60890070,M1445,74.6,78.19999999999999
Chr2,64682461,M1446,74.8,78.39999999999999
Chr2,68697011,M1447,75.0,78.6
Chr2,72616328,M1448,75.2,78.8
Chr2,76670735,M1449,75.4,79.0
Chr2,80611641,M1450,75.6,79.19999999999999
Chr2,84490296,M1451,75.8,79.39999999999999
Chr2,88479203,M1452,76.0,79.6
Chr2,97102212,M1453,76.2,79.8
Chr2,109851797,M1454,76.4,80.0
Chr2,114145155,M1455,76.6,80.19999999999999
Chr2,117920267,M1456,76.8,80.39999999999999
Chr2,121514059,M1457,77.0,80.6
Chr2,124335197,M1458,77.2,80.8
Chr2,125892415,M1459,77.4,81.0
Chr2,127471416,M1460,77.6,81.19999999999999
Chr2,129073624,M1461,77.8,81.39999999999999
Chr2,130638146,M1462,78.0,81.6
Chr2,132228103,M1463,78.2,81.8
Chr2,133951959,M1464,78.4,82.0
Chr2,136984116,M1466,78.8,82.39999999999999
Chr2,138465355,M1467,79.0,82.6
Chr2,140039438,M1468,79.2,82.8
Chr2,141621614,M1469,79.4,83.0
Chr2,143052360,M1470,79.6,83.19999999999999
Chr2,146224199,M1473,80.2,83.8
Chr2,147280356,M1474,80.4,84.0
Chr2,148199448,M1475,80.6,84.19999999999999
Chr2,148832390,M1476,80.8,84.39999999999999
Chr2,149458493,M1477,81.0,84.6
Chr2,151334122,M1478,81.2,84.8
Chr2,153117582,M1479,81.4,85.0
Chr2,157241986,M1481,81.8,85.39999999999999
Chr2,158446150,M1482,82.0,85.6
Chr2,159638703,M1483,82.2,85.8
Chr2,161211277,M1484,82.4,86.0
Chr2,162995068,M1485,82.6,86.19999999999999
Chr2,163828567,M1486,82.8,86.39999999999999
Chr2,165378036,M1488,83.2,86.8
Chr2,166005263,M1489,83.4,87.0
Chr2,166623154,M1490,83.6,87.19999999999999
Chr2,168748333,M1491,83.8,87.39999999999999
Chr2,169702071,M1493,84.2,87.8
Chr2,170259534,M1494,84.4,88.0
Chr2,171132578,M1496,84.8,88.39999999999999
Chr2,171524295,M1497,85.0,88.6
Chr2,171952846,M1498,85.2,88.8
Chr2,172392081,M1499,85.4,89.0
Chr2,172699675,M1500,85.6,89.19999999999999
Chr2,172993736,M1501,85.8,89.39999999999999
Chr2,173318001,M1502,86.0,89.6
Chr2,173614878,M1503,86.2,89.8
Chr2,173926156,M1504,86.4,90.0
Chr2,174224075,M1505,86.6,90.19999999999999
Chr2,174482247,M1506,86.8,90.39999999999999
Chr2,174718852,M1507,87.0,90.6
Chr2,174970514,M1508,87.2,90.8
Chr2,175395319,M1511,87.8,91.39999999999999
Chr2,175607007,M1512,88.0,91.6
Chr2,175843509,M1513,88.2,91.8
Chr2,176083679,M1514,88.4,92.0
Chr2,176538041,M1516,88.8,92.39999999999999
Chr2,176778507,M1517,89.0,92.6
Chr2,177012107,M1518,89.2,92.8
Chr2,177617592,M1521,89.8,93.39999999999999
Chr2,177878946,M1522,90.0,93.6
Chr2,178435372,M1524,90.4,94.0
Chr2,178712616,M1525,90.6,94.19999999999999
Chr2,178991849,M1526,90.8,94.39999999999999
Chr2,179266675,M1527,91.0,94.6
Chr2,179601096,M1528,91.2,94.8
Chr2,179802903,M1529,91.4,95.0
Chr2,179959471,M1530,91.6,95.19999999999999
Chr2,180139511,M1531,91.8,95.39999999999999
Chr2,180295133,M1532,92.0,95.6
Chr2,180455464,M1533,92.2,95.8
Chr2,180616098,M1534,92.4,96.0
Chr2,180914942,M1536,92.8,96.39999999999999
Chr2,181072591,M1537,93.0,96.6
Chr2,181218571,M1538,93.2,96.8
Chr2,181396008,M1539,93.4,97.0
Chr2,181549038,M1540,93.6,97.19999999999999
Chr2,181705130,M1541,93.8,97.39999999999999
Chr2,181856568,M1542,94.0,97.6
Chr2,182140452,M1544,94.4,98.0
Chr2,182273442,M1545,94.6,98.19999999999999
Chr2,182423663,M1546,94.8,98.39999999999999
Chr2,182582168,M1547,95.0,98.6
Chr2,183053311,M1550,95.6,99.19999999999999
Chr2,183212005,M1551,95.8,99.39999999999999
Chr2,183377278,M1552,96.0,99.6
Chr2,183678165,M1554,96.4,100.0
Chr2,183825525,M1555,96.6,100.19999999999999
Chr2,184011259,M1556,96.8,100.39999999999999
Chr2,184144945,M1557,97.0,100.6
Chr2,184583931,M1561,97.8,101.39999999999999
Chr2,184677832,M1562,98.0,101.6
Chr2,184782560,M1563,98.2,101.8
Chr2,184885068,M1564,98.4,102.0
Chr2,184986942,M1565,98.6,102.19999999999999
Chr2,185147555,M1566,98.8,102.39999999999999
Chr2,185369957,M1567,99.0,102.6
Chr2,185605635,M1568,99.2,102.8
Chr2,186020142,M1570,99.6,103.19999999999999
Chr2,186269200,M1571,99.8,103.39999999999999
Chr2,186493505,M1572,100.0,103.6
Chr2,186720830,M1573,100.2,103.8
Chr2,186888399,M1574,100.4,104.0
Chr2,187112850,M1575,100.6,104.19999999999999
Chr2,187333475,M1576,100.8,104.39999999999999
Chr2,187565173,M1577,101.0,104.6
Chr2,187796154,M1578,101.2,104.8
Chr2,188212901,M1580,101.6,105.19999999999999
Chr2,188436804,M1581,101.8,105.39999999999999
Chr2,188656451,M1582,102.0,105.6
Chr2,188893896,M1583,102.2,105.8
Chr2,189515574,M1586,102.8,106.39999999999999
Chr2,189742596,M1587,103.0,106.6
Chr2,189960636,M1588,103.2,106.8
Chr2,190192451,M1589,103.4,107.0
Chr2,190749177,M1592,104.0,107.6
Chr2,190872961,M1597,105.0,108.6
Chr2,191150205,M1598,105.2,108.8
Chr2,191508462,M1599,105.4,109.0
Chr2,191916016,M1600,105.6,109.19999999999999
Chr2,192777765,M1602,106.0,109.6
Chr2,192836537,M1603,106.2,109.8
Chr2,193441532,M1605,106.6,110.19999999999999
Chr2,193818276,M1606,106.8,110.39999999999999
Chr2,195316474,M1608,107.2,110.8
Chr2,196112481,M1609,107.4,111.0
Chr2,196479197,M1610,107.6,111.19999999999999
Chr2,196531884,M1611,107.8,111.39999999999999
Chr2,197355798,M1615,108.6,112.19999999999999
Chr2,197557922,M1616,108.8,112.39999999999999
Chr2,197695738,M1617,109.0,112.6
Chr2,197899069,M1618,109.2,112.8
Chr2,198108776,M1619,109.4,113.0
Chr2,198315947,M1620,109.6,113.19999999999999
Chr2,198494817,M1621,109.8,113.39999999999999
Chr2,198659757,M1622,110.0,113.6
Chr2,198824445,M1623,110.2,113.8
Chr2,198984690,M1624,110.4,114.0
Chr2,199166219,M1625,110.6,114.19999999999999
Chr2,199331152,M1626,110.8,114.39999999999999
Chr2,199510580,M1627,111.0,114.6
Chr2,199676828,M1628,111.2,114.8
Chr2,199842814,M1629,111.4,115.0
Chr2,200010229,M1630,111.6,115.19999999999999
Chr2,200144714,M1631,111.8,115.39999999999999
Chr2,200329052,M1632,112.0,115.6
Chr2,200493711,M1633,112.2,115.8
Chr2,200660316,M1634,112.4,116.0
Chr2,200815002,M1635,112.6,116.19999999999999
Chr2,200964135,M1636,112.8,116.39999999999999
Chr2,201288346,M1638,113.2,116.8
Chr2,201450640,M1639,113.4,117.0
Chr2,201607691,M1640,113.6,117.19999999999999
Chr2,201782791,M1641,113.8,117.39999999999999
Chr2,202107549,M1643,114.2,117.8
Chr2,202272329,M1644,114.4,118.0
Chr2,202436514,M1645,114.6,118.19999999999999
Chr2,202605592,M1646,114.8,118.39999999999999
Chr2,202937131,M1648,115.2,118.8
Chr2,203390104,M1650,115.6,119.19999999999999
Chr2,203530284,M1651,115.8,119.39999999999999
Chr2,203685179,M1652,116.0,119.6
Chr2,203851005,M1653,116.2,119.8
Chr2,203997991,M1654,116.4,120.0
Chr2,204331674,M1656,116.8,120.39999999999999
Chr2,204483435,M1657,117.0,120.6
Chr2,204609968,M1658,117.2,120.8
Chr2,204821287,M1659,117.4,121.0
Chr2,204905194,M1660,117.6,121.19999999999999
Chr2,204970956,M1661,117.8,121.39999999999999
Chr2,205120525,M1666,118.8,122.39999999999999
Chr2,205197102,M1667,119.0,122.6
Chr2,205274582,M1668,119.2,122.8
Chr2,205503178,M1671,119.8,123.39999999999999
Chr2,205658356,M1673,120.2,123.8
Chr2,205784342,M1674,120.4,124.0
Chr2,205960448,M1675,120.6,124.19999999999999
Chr2,206313047,M1677,121.0,124.6
Chr2,206485647,M1678,121.2,124.8
Chr2,206834116,M1680,121.6,125.19999999999999
Chr2,207004361,M1681,121.8,125.39999999999999
Chr2,207151928,M1682,122.0,125.6
Chr2,207287682,M1683,122.2,125.8
Chr2,207413695,M1684,122.4,126.0
Chr2,207575566,M1685,122.6,126.19999999999999
Chr2,207702339,M1686,122.8,126.39999999999999
Chr2,207822520,M1687,123.0,126.6
Chr2,207969811,M1688,123.2,126.8
Chr2,208215407,M1690,123.6,127.19999999999999
Chr2,208355733,M1691,123.8,127.39999999999999
Chr2,208515130,M1692,124.0,127.6
Chr2,208724391,M1693,124.2,127.8
Chr2,208989065,M1695,124.6,128.2
Chr2,209141739,M1696,124.8,128.4
Chr2,209310443,M1697,125.0,128.6
Chr2,209610309,M1699,125.4,129.0
Chr2,210057630,M1702,126.0,129.6
Chr2,210206787,M1703,126.2,129.8
Chr2,210376787,M1704,126.4,130.0
Chr2,210514997,M1705,126.6,130.2
Chr2,210650702,M1706,126.8,130.4
Chr2,210795871,M1707,127.0,130.6
Chr2,210958715,M1708,127.2,130.8
Chr2,211133858,M1709,127.4,131.0
Chr2,211304503,M1710,127.6,131.2
Chr2,211482483,M1711,127.8,131.4
Chr2,211658470,M1712,128.0,131.6
Chr2,211841986,M1713,128.2,131.79999999999998
Chr2,212016449,M1714,128.4,132.0
Chr2,212357293,M1716,128.8,132.4
Chr2,212539635,M1717,129.0,132.6
Chr2,212731996,M1718,129.2,132.79999999999998
Chr2,213084969,M1720,129.6,133.2
Chr2,213251902,M1721,129.8,133.4
Chr2,213439513,M1722,130.0,133.6
Chr2,213787526,M1724,130.4,134.0
Chr2,214136510,M1726,130.8,134.4
Chr2,214510304,M1728,131.2,134.79999999999998
Chr2,214703123,M1729,131.4,135.0
Chr2,214994447,M1731,131.8,135.4
Chr2,215179958,M1732,132.0,135.6
Chr2,215357225,M1733,132.2,135.79999999999998
Chr2,215535092,M1734,132.4,136.0
Chr2,216017484,M1737,133.0,136.6
Chr2,216128542,M1738,133.2,136.79999999999998
Chr2,216231528,M1739,133.4,137.0
Chr2,216313380,M1740,133.6,137.2
Chr2,216427419,M1741,133.8,137.4
Chr2,216530495,M1742,134.0,137.6
Chr2,216740571,M1743,134.2,137.79999999999998
Chr2,216865293,M1744,134.4,138.0
Chr2,216971234,M1745,134.6,138.2
Chr2,217125875,M1746,134.8,138.4
Chr2,217335154,M1747,135.0,138.6
Chr2,217542004,M1748,135.2,138.79999999999998
Chr2,217756591,M1749,135.4,139.0
Chr2,218002493,M1750,135.6,139.2
Chr2,218204647,M1751,135.8,139.4
Chr2,218474107,M1752,136.0,139.6
Chr2,218684916,M1753,136.2,139.79999999999998
Chr2,218893827,M1754,136.4,140.0
Chr2,219102049,M1755,136.6,140.2
Chr2,219311639,M1756,136.8,140.4
Chr2,219524995,M1757,137.0,140.6
Chr2,219904797,M1759,137.4,141.0
Chr2,220121975,M1760,137.6,141.2
Chr2,220346559,M1761,137.8,141.4
Chr2,220518515,M1762,138.0,141.6
Chr2,220741236,M1763,138.2,141.79999999999998
Chr2,221252087,M1764,138.4,142.0
Chr2,221444561,M1765,138.6,142.2
Chr2,221652931,M1766,138.8,142.4
Chr2,222062344,M1768,139.2,142.79999999999998
Chr2,222268971,M1769,139.4,143.0
Chr2,222373229,M1770,139.6,143.2
Chr2,222438698,M1771,139.8,143.4
Chr2,222520883,M1772,140.0,143.6
Chr2,222604863,M1773,140.2,143.79999999999998
Chr2,222662825,M1774,140.4,144.0
Chr2,222743336,M1775,140.6,144.2
Chr2,222822423,M1776,140.8,144.4
Chr2,223043478,M1778,141.2,144.79999999999998
Chr2,223251581,M1779,141.4,145.0
Chr2,223453419,M1780,141.6,145.2
Chr2,223667871,M1781,141.8,145.4
Chr2,223864829,M1782,142.0,145.6
Chr2,224072057,M1783,142.2,145.79999999999998
Chr2,224296426,M1784,142.4,146.0
Chr2,224419323,M1785,142.6,146.2
Chr2,224489421,M1786,142.8,146.4
Chr2,224564527,M1787,143.0,146.6
Chr2,224639916,M1788,143.2,146.79999999999998
Chr2,224742646,M1789,143.4,147.0
Chr2,224869395,M1790,143.6,147.2
Chr2,225231385,M1794,144.4,148.0
Chr2,225305785,M1795,144.6,148.2
Chr2,225404791,M1797,145.0,148.6
Chr2,225496217,M1798,145.2,148.79999999999998
Chr2,225556759,M1799,145.4,149.0
Chr2,225630750,M1800,145.6,149.2
Chr2,225703910,M1801,145.8,149.4
Chr2,225789012,M1802,146.0,149.6
Chr2,225842065,M1803,146.2,149.79999999999998
Chr2,225915243,M1804,146.4,150.0
Chr2,225985517,M1805,146.6,150.2
Chr2,226125258,M1807,147.0,150.6
Chr2,226188367,M1808,147.2,150.79999999999998
Chr2,226272040,M1809,147.4,151.0
Chr2,226344712,M1810,147.6,151.2
Chr2,226419079,M1811,147.8,151.4
Chr2,226493001,M1812,148.0,151.6
Chr2,226567281,M1813,148.2,151.79999999999998
Chr2,226641365,M1814,148.4,152.0
Chr2,226717243,M1815,148.6,152.2
Chr2,226791804,M1816,148.8,152.4
Chr2,226852622,M1817,149.0,152.6
Chr2,227005272,M1819,149.4,153.0
Chr2,227266519,M1822,150.0,153.6
Chr2,227339919,M1823,150.2,153.79999999999998
Chr2,227405397,M1824,150.4,154.0
Chr2,227477067,M1825,150.6,154.2
Chr2,227632497,M1827,151.0,154.6
Chr2,227702101,M1828,151.2,154.79999999999998
Chr2,227874184,M1830,151.6,155.2
Chr2,227994315,M1831,151.8,155.4
Chr2,228216305,M1833,152.2,155.79999999999998
Chr2,228339678,M1835,152.6,156.2
Chr2,228736837,M1838,153.2,156.79999999999998
Chr2,228783172,M1839,153.4,157.0
Chr2,228854679,M1840,153.6,157.2
Chr2,228883543,M1841,153.8,157.4
Chr2,229129406,M1844,154.4,158.0
Chr2,229198785,M1845,154.6,158.2
Chr2,229272684,M1846,154.8,158.4
Chr2,229406460,M1848,155.2,158.79999999999998
Chr2,229476997,M1849,155.4,159.0
Chr2,229665580,M1851,155.8,159.4
Chr2,229780991,M1852,156.0,159.6
Chr2,229898818,M1853,156.2,159.79999999999998
Chr2,230022005,M1854,156.4,160.0
Chr2,230222417,M1856,156.8,160.4
Chr2,230453706,M1858,157.2,160.79999999999998
Chr2,230569430,M1859,157.4,161.0
Chr2,230666461,M1860,157.6,161.2
Chr3,654254,M1873,-2.8,0.0
Chr3,746035,M1875,-2.4,0.3999999999999999
Chr3,788143,M1877,-2.0,0.7999999999999998
Chr3,884315,M1878,-1.8,0.9999999999999998
Chr3,931376,M1879,-1.6,1.1999999999999997
Chr3,978525,M1880,-1.4,1.4
Chr3,1026601,M1881,-1.2,1.5999999999999999
Chr3,1077483,M1882,-1.0,1.7999999999999998
Chr3,1121004,M1883,-0.8,1.9999999999999998
Chr3,1162872,M1885,-0.4,2.4
Chr3,1187252,M1886,-0.2,2.5999999999999996
Chr3,1382783,M1891,0.8,3.5999999999999996
Chr3,1443342,M1893,1.2,4.0
Chr3,1484146,M1894,1.4,4.199999999999999
Chr3,1522146,M1895,1.6,4.4
Chr3,1560999,M1896,1.8,4.6
Chr3,1599565,M1897,2.0,4.8
Chr3,1636566,M1898,2.2,5.0
Chr3,1675127,M1899,2.4,5.199999999999999
Chr3,1713212,M1900,2.6,5.4
Chr3,1751771,M1901,2.8,5.6
Chr3,1790329,M1902,3.0,5.8
Chr3,1828734,M1903,3.2,6.0
Chr3,1866269,M1904,3.4,6.199999999999999
Chr3,1903141,M1905,3.6,6.4
Chr3,1941354,M1906,3.8,6.6
Chr3,1978556,M1907,4.0,6.8
Chr3,2016662,M1908,4.2,7.0
Chr3,2055211,M1909,4.4,7.2
Chr3,2093760,M1910,4.6,7.3999999999999995
Chr3,2132310,M1911,4.8,7.6
Chr3,2171357,M1912,5.0,7.8
Chr3,2209743,M1913,5.2,8.0
Chr3,2248294,M1914,5.4,8.2
Chr3,2401636,M1916,5.8,8.6
