taxon	chr	start	end
A1891	3	40216354	40534909
E2389	3	40190164	40534909
A2094	3	40037872	40542499
A0360	3	40216354	40542513
E0270	3	40085099	40746211
A0360	3	40617061	40803282
A1891	3	40594898	40803282
A2113	3	40617061	40803282
A0574	3	40803282	40803813
B3119	3	40534931	40804039
B3375	3	40542513	40804039
A5368	3	40804332	40805591
A2113	3	40805672	40862149
A0574	3	40805672	40862290
E2449	3	40877100	41018288
A4221	3	40862149	41021707
A0189	3	41021707	41209264
A1204	3	41023867	41210668
E2449	3	41115730	41308380
A0727	3	41210705	41309068
A4961	3	41312228	41475848
E0596	3	41312228	41725773
A1106	3	41475848	41729484
A1204	3	41729484	42334723
E2222	3	41314654	42335901
A0689	3	41314654	42358548
A0379	3	42364809	42649420
A0727	3	41312016	42671846
A2418	3	42364832	42671862
A2255	3	42335062	42671863
E0458	3	42364809	42671863
E1530	3	42398887	42671863
E2304	3	41312010	42672146
E1745	3	42364809	42679241
A0926	3	42679241	42815316
E1771	3	41729484	42817221
A1592	3	42364832	42818544
A2470	3	42671846	42818544
A2923	3	42672465	42818544
A0556	3	42679241	42818770
A0655	3	42672146	42818770
A2573	3	42679241	42818770
A2874	3	42672465	42818770
A3107	3	42672465	42818770
A3116	3	42364722	42818770
A3572	3	42672465	42818770
A3623	3	42679241	42818770
E2647	3	42364832	42819110
A4821	3	42818907	42819193
A0556	3	42819502	42823251
A0689	3	42819499	42823251
A0926	3	42819500	42823251
A2573	3	42819502	42823251
A2874	3	42819502	42823251
A3107	3	42819193	42823251
A5881	3	42672146	42823287
A1190	3	42364832	42826797
A2912	3	42819131	42826797
A3534	3	42818770	42826898
A0655	3	42823251	42867963
A2923	3	42826898	42867963
A3572	3	42819502	42867963
A1028	3	42867963	43102156
A3105	3	42818544	43102156
A4821	3	42819502	43102156
E2613	3	42868334	43102156
A2470	3	42868019	43102269
A3623	3	42867963	43117424
A0699	3	42823251	43118566
E2447	3	43117441	43324082
A2483	3	43324191	43523759
A2406	3	43326590	43539336
E1586	3	43118333	43539913
A2406	3	43539336	43570799
E1505	3	43324191	43698961
A0095	3	43570876	43700394
A3299	3	42868334	43700394
E1199	3	43570876	43700650
A0045	3	43702744	43808124
A1279	3	43700394	43808124
A1417	3	43702744	43808124
A2115	3	43700394	43808124
A0785	3	43700615	43935198
A3534	3	43700615	43935198
A1417	3	43808124	43935256
A1279	3	43808124	43935303
B3175	3	43700394	44152482
A0095	3	43808124	44577238
A2115	3	44152527	44577238
A5382	3	43935531	44577238
A0045	3	44152476	44579163
A1886	3	44152482	44589107
A3762	3	44589052	44944009
E0857	3	44589625	44944009
A2929	3	39256584	44946361
A5425	3	44986136	45135121
E1404	3	44989044	45135121
A4382	3	45135121	45273135
A3449	3	44586561	45274497
A0089	3	44986130	45559540
E2505	3	45135091	45762420
A4046	3	45762420	46134107
A1886	3	45135121	46134116
B3082	3	44944009	46134116
E1550	3	46134107	46976245
A1422	3	42672288	46976277
A3443	3	45135131	46976277
A4046	3	46134107	46976277
A4843	3	45389149	46976277
A0883	3	44944749	47001983
A1172	3	45761483	47113792
E1047	3	47001983	47114716
A0149	3	45762417	47114858
B3373	3	45762417	47114880
A1078	3	46134107	47172393
A0199	3	44986136	47240559
E1040	3	47172393	47241240
E0369	3	47294326	47326919
A5852	3	47375680	47520593
E2602	3	47375991	47623013
E1518	3	47375991	47627518
B3372	3	47520593	47733281
E1913	3	47627558	47733281
A1817	3	43117066	47815074
E2004	3	47375855	47815688
A4243	3	47606399	47816233
A4525	3	46976277	48128422
A4774	3	46976277	48128422
A2320	3	47875007	48129126
A2400	3	47815688	48130386
A1831	3	47875007	48130506
A2946	3	47875006	48131307
A0982	3	48159302	48535762
A1622	3	48287085	48535762
A2483	3	48287898	48535762
E1821	3	48287085	48535762
E2030	3	48287085	48535762
A2320	3	48287869	48587137
E2846	3	48298808	48587137
E1326	3	48286890	48587155
A0064	3	48286890	48601278
A0393	3	48130505	48601278
A1644	3	48298808	48601278
A2741	3	48286920	48601278
A3172	3	48286650	48601278
B3306	3	48287085	48601278
E2499	3	48287085	48601278
A0144	3	48159319	48601470
A3585	3	48602046	48727031
E2996	3	48602036	48751261
A1174	3	48603658	48751342
A4832	3	48751342	48773159
A0463	3	48773159	48943843
A1673	3	48842151	48943962
A5865	3	48842177	48943962
E2850	3	48776018	48943962
A4356	3	48844600	48944021
A0493	3	48845328	48944696
B3473	3	48776018	48944696
E0006	3	48752260	48944696
E2684	3	48752304	48944696
A3107	3	48944696	49027970
A1002	3	48775960	49299783
A1391	3	48845328	49320229
B3204	3	49027443	49320229
A0979	3	48944696	49331042
A4169	3	48943843	49331042
B3337	3	49028156	49331934
A0312	3	48775960	49331938
A0332	3	48944696	49332102
A4769	3	48944696	49332102
A2621	3	49331938	49415081
E0006	3	49415081	49900521
E2179	3	49331091	49900521
A1104	3	49415081	49901633
A1438	3	49415081	49901727
A4023	3	49415081	49901727
A0173	3	49331901	49901780
A3100	3	49415081	49901780
E2403	3	49028046	49901780
B3334	3	49415081	49903565
A5470	3	49331042	49903593
A2105	3	49902122	50256385
A1814	3	49902122	50256414
A1164	3	45134470	50419957
A0022	3	49901780	50460581
A0399	3	49901727	50460581
A0561	3	50419957	50460581
A0728	3	49902122	50460581
A1277	3	49901727	50460581
A2276	3	49902122	50460581
A4666	3	49902207	50460581
A5960	3	50094149	50460581
A0095	3	49901713	50460692
A0199	3	50256385	50460692
A0696	3	49332102	50460692
A0713	3	49902122	50460692
A0911	3	49903523	50460692
A1422	3	49901780	50460692
A2168	3	49901780	50460692
A2860	3	49901713	50460692
A2879	3	49903593	50460692
A3667	3	50094098	50460692
A3667	3	50460692	50462342
E0914	3	50460692	50463530
A0696	3	50460692	50483706
B3501	3	50465726	50887906
E1764	3	50465726	50887906
A4769	3	50483706	50965372
A1422	3	50462797	50965445
A2105	3	50460692	50965445
A2879	3	50460692	50965445
B3105	3	50463530	50965445
A0713	3	50460692	50995761
A5053	3	50465616	50995761
A1374	3	50465726	51097073
A2168	3	50460692	51120435
A0728	3	50460581	51120832
E2923	3	50465616	51120832
A2276	3	50463530	51170220
A4980	3	50463530	51170220
A5960	3	50463530	51170220
A0473	3	49903593	51307172
A0095	3	50462910	51341017
A0199	3	50460692	51341017
A1277	3	50483706	51341017
A1386	3	50462918	51341017
A1438	3	50465575	51341017
A2860	3	50462910	51341017
A3599	3	50462342	51341017
A5346	3	50463539	51341017
E2156	3	50460730	51341017
E2885	3	49903565	51341017
A0332	3	51120435	51341089
E0932	3	50460524	51341089
E2156	3	51341085	51566140
A1814	3	50460692	51566178
A2416	3	51341085	51566758
A4659	3	39047560	51613615
B3703	3	47815074	51613615
A0361	3	50465616	51739647
A5951	3	51613096	51739647
A0221	3	50887906	51742139
A5409	3	50419957	51742139
A3493	3	49903593	51742220
B3236	3	49903593	51742220
E0205	3	51120832	52125054
E2602	3	51742220	52125054
A0561	3	51742220	52127207
A2834	3	49901713	52127207
A2991	3	51841337	52131184
A1259	3	50462910	52179407
A4056	3	50465575	52179407
A0173	3	51308067	52179530
E2470	3	52326563	52649286
E1993	3	52179530	52900895
A2054	3	52179530	53039691
A0911	3	51852956	53040306
A4388	3	52131184	53040448
A1045	3	53040305	53568557
A4618	3	53039691	53568557
A0140	3	52179530	53568571
A2397	3	52179407	53568619
A0179	3	51742139	53685642
A0414	3	52326563	53685665
E0932	3	52093785	53685665
A1045	3	53568665	53685678
A0883	3	51742220	53865952
A2283	3	51742220	53865952
E1436	3	53040306	53865952
A2243	3	52326563	53868556
E1759	3	53249405	53868556
E1780	3	53868556	53997019
E0870	3	53868556	54002387
A4220	3	39047560	54003067
A4618	3	53568665	54003623
E2339	3	54004857	54140175
A5485	3	54005013	54202930
A0599	3	54005013	54362082
A3667	3	54203353	54362082
A5466	3	54203089	54362082
A1544	3	54140185	54362100
A2894	3	54140144	54362100
A5035	3	54203089	54362110
B3299	3	54203089	54362110
A2886	3	54004866	54364929
A1764	3	54140144	54364988
A1093	3	54362110	54718196
A2270	3	54365010	54718272
A5946	3	54368450	54772936
A2891	3	54718293	54949584
A3667	3	54365491	54949584
E2635	3	54368346	54949584
A4780	3	54949584	55030073
A1635	3	54949584	55087903
A2296	3	54949989	55087903
A2552	3	54949584	55087903
A2834	3	54718272	55087903
A3569	3	54949584	55087903
A3611	3	54949584	55087903
A3738	3	55030073	55087903
A4892	3	55030073	55087903
A5924	3	55030073	55087903
A2296	3	55087903	55090289
A2552	3	55087903	55294508
A2834	3	55088636	55294508
A3569	3	55087903	55294508
A1635	3	55087903	55294590
A3611	3	55087903	55294590
A4780	3	55087903	55294590
A5924	3	55087903	55294642
A2891	3	55087903	55294649
A4892	3	55087903	55591666
A0661	3	55591690	55613628
A0974	3	55591690	55613628
A1994	3	55591690	55613628
A2483	3	55591666	55613628
A0116	3	55366302	55958946
A0284	3	55366302	55958946
A1512	3	55591666	55958946
A2313	3	55591690	55958946
A5319	3	55591619	55958946
A0072	3	55591619	55958961
A0661	3	55613628	55958961
A0713	3	55958946	55960084
A0974	3	55613628	55960084
A1994	3	55613628	55960084
A2483	3	55613628	55960084
A0039	3	55591619	55960247
A0146	3	55958961	55960247
A0205	3	55591690	55960247
A0273	3	55591666	55960247
A0556	3	55958961	55960247
A0689	3	55591666	55960247
A1276	3	55591666	55960247
A0966	3	55366302	55960250
A0039	3	55960247	55995703
A0072	3	55960247	55995703
A0205	3	55960247	55995703
A0713	3	55960247	55995703
A2313	3	55960247	55995703
A5319	3	55960247	55995959
A0284	3	55960247	55997283
A0273	3	55997283	56241126
A0689	3	55995959	56241126
A1276	3	55960247	56241126
A1512	3	55995703	56241126
A5470	3	55960247	56241126
A0146	3	55997283	56241129
A0556	3	56003008	56241129
A1652	3	55960247	56241129
A1920	3	55960197	56245860
A4547	3	55960197	56245860
A4900	3	55960250	56245860
A2685	3	55613628	56282999
B3439	3	56246013	56283153
A2405	3	56245860	56290359
A2658	3	56245860	56290359
A2962	3	56245970	56290359
A2397	3	56290359	56438452
A5501	3	56246013	56438452
A2761	3	56283961	56438546
A5563	3	55958946	56438546
A2658	3	56290359	56766640
A5103	3	56438546	56766640
A5975	3	56438546	56766640
E2155	3	56283961	56766640
A1920	3	56438452	56767547
A2405	3	56290359	56767547
A2962	3	56438452	56767547
A4547	3	56290359	56767547
A4900	3	56430208	56773911
A3738	3	56430090	56773917
A1291	3	56438546	57045454
A0966	3	57045454	57052512
A2270	3	57045454	57052512
E1790	3	57045454	57053881
A2931	3	56948131	57061816
A0752	3	56947823	57107065
A4468	3	57056760	57107065
E2374	3	57107065	57107606
A0116	3	57061816	57107627
A1291	3	57061816	57108166
A2761	3	57107684	57181323
A3749	3	57356993	57430084
A0146	3	57356993	57437586
A4593	3	57356958	57437586
A4593	3	57437702	57633880
A3749	3	57430084	57962096
A5591	3	57356993	57962096
E0040	3	57356958	57962096
A2295	3	57108148	57962591
E1288	3	57337228	57962591
A0146	3	57633880	57963607
A0020	3	58040012	58291303
A0738	3	58480464	58535696
A1846	3	58127368	58535696
A2186	3	58480464	58535696
A2498	3	58480464	58535696
A2776	3	58480464	58535696
A5720	3	58480464	58535696
E1292	3	58127368	58535696
A3173	3	58127299	58554306
A5019	3	58537106	58652302
A5837	3	58480464	58670217
B3298	3	58038695	58670276
B3554	3	58480464	58675403
A1846	3	58537066	58675412
A0738	3	58536511	58714551
A2186	3	58537113	58714551
A2498	3	58537113	58714551
A2776	3	58537113	58714551
A1489	3	58675412	58716727
A2484	3	58675412	58716727
B3693	3	58675412	58716727
B3693	3	58717204	58717531
A0020	3	58717204	58717891
A5837	3	58717531	58717891
A1489	3	58717531	58718095
A2484	3	58717531	58718095
A4234	3	58718261	58882014
E2811	3	58719072	58920517
A0377	3	58717891	58921996
E0817	3	58719099	59064811
A2098	3	56854700	59071516
A3398	3	58882014	59071644
A3526	3	58921996	59071644
A0377	3	59071643	59361021
E2017	3	58921996	59361048
A5720	3	59361021	59645049
A0143	3	59645049	59846200
A2098	3	59361048	59846200
E1728	3	59698392	59846200
A0084	3	59361684	60048679
A4040	3	59846380	60078675
B3268	3	60048615	60285240
A2790	3	60048615	60285443
A3672	3	60048615	60285443
E2148	3	58921996	60285443
A0186	3	60285443	60293445
A0321	3	60286009	60293445
A5277	3	60286009	60293445
A0696	3	60293517	60479258
A0103	3	60293445	60479579
A2096	3	60048615	60479579
A2131	3	60293517	60479579
A3070	3	60293517	60479579
A3297	3	60293445	60479579
A3632	3	60293445	60479579
A4298	3	60293445	60479579
A4761	3	60293445	60479579
A5819	3	60293445	60479579
A0696	3	60479258	60565842
A2735	3	60293340	60565862
A2964	3	57049957	60566768
A3070	3	60479579	60566768
A5395	3	60293517	60566768
E1067	3	55090184	60566768
A5277	3	60479579	60566784
B3268	3	60479579	60566784
A3300	3	60287236	60610107
A3297	3	60479579	60610115
A3632	3	60566768	60610115
A3672	3	60479579	60610115
A4298	3	60479579	60610115
E0265	3	60293517	60610304
A4040	3	60479579	60610440
E2423	3	60286928	60610440
E2487	3	60293517	60610440
E1571	3	60610440	60680916
E2953	3	60610440	60759780
A0186	3	60681742	60818995
A2052	3	60680916	60818995
B3359	3	60681742	60818995
A0103	3	60681742	60819094
A0321	3	60681669	60819094
A2096	3	60566768	60819094
A2790	3	60681711	60819094
A4761	3	60610115	60819094
A5819	3	60681669	60819094
A3300	3	60681711	61277922
A4886	3	60759780	61277922
A5395	3	60681669	61277922
E0295	3	60286928	61277922
E0608	3	60681742	61277922
A2131	3	60952897	61278029
A5492	3	60681711	61379390
E2744	3	61379390	61436192
E2449	3	60819094	62093998
A1486	3	61379319	62655602
A0815	3	62644709	63192996
A0815	3	63228133	63295635
E0420	3	62663036	63752762
E2449	3	63752909	63809810
E0420	3	63810166	64374594
A2427	3	64298457	64552349
A2718	3	64298457	64552349
A1190	3	64298457	64794765
A1727	3	64298457	64794765
A5454	3	64552349	64794765
A1190	3	64848198	64946196
A2427	3	64848198	64946196
A5454	3	64848198	64946196
A2278	3	61278024	64946285
A2718	3	64848198	64946327
A1619	3	64298571	64946499
A0585	3	64946542	65050714
A1126	3	64947920	65050714
A2343	3	64947920	65050714
A3184	3	64947920	65050714
A2343	3	65050714	65425249
A0585	3	65050714	65425425
A1126	3	65158174	65425425
A1486	3	64946196	65425425
A1727	3	64848198	65425425
A3184	3	65158174	65425425
B3503	3	64947920	65889356
E1425	3	65425249	65889356
A4798	3	65425425	65889423
A4798	3	65889423	65990868
B3332	3	65425425	66107652
A0103	3	65425425	66114225
E2447	3	64947920	66114225
E1425	3	66300982	66922933
E2101	3	65990868	66922933
A4964	3	65990833	66923279
E1912	3	63809994	67117470
A2581	3	66922933	67150474
B3571	3	67157541	67403684
A1802	3	54949989	67403708
A2455	3	57049957	67403708
A3111	3	60566768	67403708
A3653	3	67157523	67403708
E0337	3	60566768	67403708
E2828	3	67492213	67931547
A0201	3	67290124	68294799
A5304	3	67157384	68294799
A0774	3	67922776	68905506
A1745	3	68290068	69002712
E2321	3	68119341	69002872
A1163	3	69002917	69601594
A3010	3	68294755	69601594
A0697	3	68294755	69742331
E2552	3	68294799	69847976
E1034	3	68294799	69847977
A4964	3	67403708	69848863
B3495	3	69002872	69849241
A0772	3	68294755	70032957
A0824	3	69002872	70032957
A2382	3	69002872	70032957
E2179	3	69601594	70032957
A3643	3	69849367	70670999
E0200	3	69863362	70670999
A2043	3	67931547	72557684
A2095	3	70924631	72557684
A2532	3	70924631	72557684
A5035	3	70924631	72557684
E2066	3	70924631	72612814
A2675	3	69849241	72666890
E1603	3	69002844	72666890
A3512	3	67931547	72773075
A4553	3	69002917	72773075
E0727	3	69002917	72773075
E1747	3	69002917	72773075
E2165	3	70924631	72773075
E2449	3	70924631	72773075
A0913	3	70152106	72797637
A1822	3	69848879	74010855
A2559	3	70825476	75754365
A5719	3	70152106	75754365
E1793	3	72557684	76201844
A2557	3	73580716	76830240
A3562	3	73580716	76830240
A4571	3	74010855	76830240
A1439	3	73580716	77067185
E2145	3	72557684	77067185
A0892	3	67922817	77177053
A1630	3	69863362	77177053
A1937	3	69863362	77177053
A3020	3	68291158	77177053
A3229	3	67924462	77177053
A3255	3	69849367	77177053
E2149	3	73580744	77177053
E2176	3	67924462	77177053
E2302	3	67924462	77177053
E2356	3	72557684	77177053
B3685	3	74010855	77191894
A2426	3	70921168	77419731
A1093	3	73580716	77433770
E2601	3	69863362	78245938
A1537	3	75754365	78765683
A2141	3	72557684	78765683
A2617	3	77177053	78951196
E1518	3	67924462	78951196
E2176	3	77177053	78951196
A4831	3	69847977	78951229
E2086	3	73580716	79317288
A0870	3	70924631	79352738
B3346	3	69863362	79377540
E2484	3	69863362	79377540
A0013	3	74155634	79994941
A2079	3	69849172	79994941
A2669	3	69849172	79994941
A2973	3	69849172	79994941
A2985	3	74155634	79994941
A3299	3	69849172	79994941
A4367	3	69849172	79994941
E2171	3	69863362	79994941
E2389	3	69847976	79994941
A3516	3	69847977	80876688
A5459	3	79982819	80901588
A0913	3	79994941	81090026
A1093	3	79908401	81090026
A2559	3	79352738	81090026
B3346	3	79377540	81090026
E2484	3	79377540	81090026
E2601	3	79908401	81090026
A1537	3	79352738	81090050
A2522	3	70152106	81090050
A5719	3	79908401	81090050
E2003	3	72666890	81090050
E2449	3	80502382	81090050
E0179	3	69849172	81251862
E0200	3	81252106	81846952
B3066	3	70032957	82071150
A5047	3	67150497	82241583
E2864	3	67150497	82241583
A5459	3	81252106	82390916
B3407	3	73580744	82745703
A0870	3	82059364	83075005
A3643	3	82270474	83075005
A4584	3	83811872	84120792
E2293	3	81251862	84377306
A2296	3	84120792	84444173
A0824	3	82071150	84444306
A2296	3	84444255	84486926
E1145	3	84120792	84486926
A0329	3	84487476	85175705
A0894	3	84487476	85175705
A3511	3	84487476	85175705
A5197	3	84487476	85175705
E0936	3	84487476	85175705
A1304	3	85175705	85359480
A1075	3	84487476	86009380
A1245	3	84487476	86009380
A2176	3	84487476	86009380
A2941	3	84487476	86009380
A4562	3	78951196	86009380
A4965	3	84487476	86009380
E2176	3	78951196	86009380
E2292	3	78951196	86009380
A5945	3	84487476	86815950
E0183	3	86009380	86815950
E2289	3	86009380	86815950
A0918	3	85359480	86854996
E1389	3	85359480	86855323
E2179	3	81251862	86971897
A5513	3	84487476	86978146
A2382	3	85175705	87184663
A0606	3	85359480	87210265
A3020	3	81251707	87210265
A0728	3	85359480	87210387
A3010	3	86971897	87832155
E0991	3	86978146	87832155
E2165	3	87210265	88122352
A3511	3	86009380	88304491
A1163	3	84377306	88304500
A0329	3	86978146	88372622
A0697	3	87832155	88372622
A0728	3	87210387	88372622
A2141	3	85359480	88372622
A0013	3	84444306	88372663
A5304	3	85175705	88372663
B3495	3	85175705	88372663
A3548	3	86978146	88849255
E1793	3	88372622	88849255
E2145	3	88372622	88849255
A0772	3	80502382	89204535
A5692	3	84444306	89204535
A0918	3	88373234	89206453
A3040	3	89206453	89703692
A2669	3	84377306	89727234
A2715	3	89440066	90063338
A3512	3	88921935	90063338
A3784	3	89440217	90063338
A4553	3	88921935	90063338
E0727	3	88921935	90063338
E1747	3	88921935	90063338
A4492	3	90063338	90435784
E2389	3	86009263	90436219
A2587	3	90436325	91396588
A5969	3	90436325	91396588
E1156	3	89206453	91396588
A4447	3	86978146	91692086
A2195	3	89083345	92446030
A3548	3	88968245	92446030
A2715	3	90435784	92505967
A5197	3	88372622	92505967
E1145	3	88849255	92505967
E2289	3	88372622	92505967
A2675	3	89703692	92506636
A2079	3	90436219	92507159
A3040	3	89703692	92507159
A4367	3	90704665	92507159
A2587	3	92506636	92815035
A5969	3	92506636	92815035
E0991	3	92506636	92815035
A1245	3	88921920	92824673
A2941	3	88921920	92824673
A2973	3	92507159	92914065
A2985	3	92506636	92914065
A3299	3	92507159	92914065
A5692	3	92507159	92914065
B3066	3	92507159	92914065
B3503	3	92507159	92914065
E1156	3	92507159	92914065
E1603	3	92507159	92914065
A3784	3	90785612	93326715
A2095	3	85359480	93523270
A2532	3	88372622	93523270
A3562	3	86978146	93523270
A5035	3	88372622	93523270
B3685	3	88372622	93523270
E1389	3	88372622	93523270
A3516	3	91396588	93566404
A5945	3	93566657	93766217
E0183	3	93566657	93955198
E0936	3	93566657	93955198
A4492	3	92505967	93955942
A2655	3	93523270	94287329
A0031	3	92505967	94328394
A0459	3	86855427	94328394
A0663	3	92824673	94328394
A1174	3	92824673	94328394
A2373	3	93326715	94328394
A3272	3	92446030	94328394
A3096	3	88849255	94328518
A5042	3	92824673	94328518
A0312	3	92505967	94334817
A0942	3	84487476	94334817
A2929	3	88849255	94334817
A4049	3	79994941	94334817
A4216	3	88849255	94334817
A3255	3	86009380	94334900
A0031	3	94334900	94352548
A0312	3	94334900	94352548
A0663	3	94334900	94352548
A1174	3	94334900	94352548
A2336	3	69849367	94352548
A3272	3	94334900	94352548
A5042	3	94334900	94352548
E2171	3	92914065	94352548
B3207	3	94352548	94416219
E0179	3	92914065	94786542
A2655	3	94416219	95099394
A1075	3	88921920	95280571
A4965	3	88921920	95280571
E0529	3	94352500	95280571
E2613	3	94416219	95284474
A2176	3	88921920	95284520
A2522	3	90435784	96078283
A0588	3	96078283	96437054
A2920	3	88849255	96606077
A3343	3	95438331	96675629
B3207	3	96078283	97007313
E2268	3	96078283	97280518
A0557	3	96078283	97509067
A0337	3	78951196	97761249
B3198	3	96078283	98132111
E1453	3	95284474	98132111
A2926	3	95309013	98133017
A3007	3	97509067	98133017
E0320	3	97509067	98233236
E0755	3	97509067	98233236
E1847	3	97509067	98233236
A0786	3	97504570	98496660
A3080	3	97509067	98496660
E0634	3	97509067	98496660
A0768	3	95102610	98496716
A2557	3	98496660	98892262
A3343	3	97715051	98892365
A2178	3	96078283	99055633
A0784	3	98133017	99389780
A0588	3	97492513	99389885
E0320	3	98892365	99570371
E1847	3	98892365	99570371
A1822	3	97509067	99570386
A2195	3	95284474	99780445
A4584	3	96078000	99799059
A1164	3	94334817	99967955
A5047	3	94334817	99967955
A5224	3	94334817	99967955
E2449	3	99780445	100146385
A2336	3	99835502	100234476
A0786	3	98892365	100565651
A1304	3	98892365	100565651
A3080	3	99570371	100565651
E0755	3	99570371	100565651
E2268	3	98892365	100565651
A0894	3	100239443	100621909
A2178	3	100146495	100621909
E0634	3	100565651	100861093
E2447	3	100621909	100861093
E1453	3	100239443	100868215
A4216	3	98132111	101924414
E2066	3	102056854	103109890
A2617	3	101924414	103110224
A2926	3	101269352	103110224
A4571	3	101269352	103110224
E1024	3	102305441	103110224
E2449	3	104582921	104695392
A3109	3	104695432	105029718
E1024	3	103733614	105360822
A0039	3	102052672	105727937
A3583	3	102309278	105777037
B3557	3	105361134	105828525
A1417	3	106054044	106474415
E2968	3	106474415	106712049
A0892	3	98892262	106946532
E1766	3	106712049	107767288
E1899	3	107767288	108519078
E2356	3	106946532	108519078
A0524	3	107242182	108519244
A1630	3	107464529	108519244
A1937	3	107464529	108519244
A2043	3	106946532	108519244
A3096	3	107242188	108519244
E2149	3	106946548	108519244
A4994	3	107763220	109040721
A5134	3	107763220	109040721
E0431	3	107763220	109040721
A2723	3	107680814	109356278
A4447	3	108519244	109536911
E2293	3	107721279	109537814
E2433	3	108519244	109537814
A4994	3	109103620	109538868
E0431	3	109103620	109538868
A5134	3	109103620	109539208
E2513	3	109538868	109768584
A2723	3	109768122	110162222
A3890	3	104337986	110309421
A4816	3	110336239	110350033
A4985	3	110170316	110468904
A3229	3	104348071	110648198
E1518	3	107464529	110648198
E2176	3	107464529	110648198
E2292	3	98496660	110648198
A0148	3	110470188	110707609
A0337	3	104348071	110707657
A4562	3	98496660	110707657
E2302	3	98892262	110707657
B3034	3	110470188	110791261
E2953	3	110470188	110791261
A2455	3	67403708	110841661
A2556	3	110792141	110841661
E0337	3	67403708	110841661
A2296	3	111212061	111435179
A5954	3	111442419	111641181
A2682	3	111442419	111641335
E1423	3	110469188	111919796
A1802	3	67403708	111924239
B3404	3	110707657	112207035
A0982	3	110469000	112312310
A1113	3	111919796	112354207
A3721	3	111442296	112354207
E0280	3	112354276	112397560
A5592	3	112369052	112397587
A3069	3	111442296	112398275
E0523	3	112369052	112398318
A4218	3	112397560	112425749
E1151	3	112354276	112425749
E2325	3	112398811	112429865
E2454	3	112354815	112430034
A5338	3	112397563	112430162
A2092	3	60566768	112431443
A2964	3	111924239	112431443
A3111	3	110841661	112431443
E1067	3	111924239	112431443
A3087	3	112368839	112431730
A4981	3	112431437	112490993
E0922	3	112490993	112555828
E2778	3	112431955	112555828
A1816	3	112491021	112625634
A0454	3	112431935	112927125
A1216	3	112491015	112927125
A5265	3	112557470	112927125
A5341	3	112557470	112927125
A0819	3	112557470	112927424
E2454	3	112927363	112964033
A0967	3	111435773	112965711
A2169	3	111435773	112965711
A2287	3	111435773	112965711
B3034	3	111212061	112965711
A5341	3	113090277	113590507
A2727	3	113727438	114001827
E2786	3	112617022	114001827
A3390	3	113861544	114013887
A1638	3	114001826	114162228
E1304	3	114013934	114163388
A2998	3	113865741	114245672
A0195	3	114100549	114245738
A1418	3	114001827	114245815
A1575	3	113861544	114245815
A2152	3	113865741	114245815
A2869	3	113861544	114245815
A3293	3	113865741	114245815
A3358	3	114001827	114245815
A3584	3	113865741	114245815
A5326	3	113861544	114245815
A5492	3	113861544	114245815
A5502	3	113861544	114245815
B3436	3	113861544	114245815
B3478	3	114001827	114245815
E0135	3	114001827	114245815
E0420	3	114001827	114245815
E1415	3	114001827	114245815
E1593	3	114001827	114245815
E1805	3	113865741	114245815
E1985	3	114001827	114245815
E2623	3	114001827	114245815
E2734	3	114001827	114245815
E2821	3	114001827	114245815
E2922	3	113861544	114245815
E1304	3	114245672	114435813
E1633	3	113861544	114435813
A3272	3	114001826	114436429
A3390	3	114245798	114436429
A4331	3	112625538	114436429
A0148	3	113861544	114616871
A0819	3	114245798	114616871
E2953	3	113067079	114616871
A4331	3	114477752	114665395
A3272	3	114477752	114711205
A5466	3	114436845	114711205
A5792	3	114436429	114711205
E2922	3	114245815	114711205
A3069	3	114245672	114711340
A0967	3	113067079	114714882
A2169	3	112965711	114714882
A2296	3	112965711	114714882
A4886	3	114714882	114766055
A4164	3	114714899	114766479
A4658	3	114714882	114786218
A3368	3	114711277	114786660
A2665	3	114766479	115120571
A4886	3	115013823	115120571
A2673	3	114987502	115128086
A3368	3	114788815	115128086
A4164	3	114786612	115134132
A0252	3	115203782	115222079
A0287	3	115203782	115222079
A0644	3	115204073	115222079
A2332	3	115134889	115222079
A2418	3	115203782	115222079
A3260	3	115203782	115222079
B3683	3	115203782	115222079
A0602	3	115134247	115222112
A0252	3	115222079	115223317
B3683	3	115222079	115223317
A0644	3	115223320	115231689
A2418	3	115223317	115239123
A0287	3	115223317	115337658
A4658	3	115222079	115337658
E2788	3	115222119	115337658
E2786	3	114250636	115337893
A1900	3	115231864	115337899
A2332	3	115231864	115337899
A2846	3	115231818	115338060
A3260	3	115338060	115625016
B3150	3	115338060	116053796
E0431	3	117198199	117577766
A2527	3	115625530	117921143
E0860	3	118104295	118281575
A0048	3	118281940	118360711
A2211	3	115625684	118360711
A4691	3	117926283	118360842
E0431	3	118281940	118361103
A5795	3	118361206	118594116
E2447	3	118361206	119022482
A5801	3	118018030	119351093
A0305	3	119022489	119534355
A2064	3	119205829	119534355
A2301	3	119205829	119534355
A3349	3	119199266	119534355
A3778	3	119170587	119534355
A0884	3	119205829	119535232
A2621	3	119205829	119535232
E2782	3	119205829	119535232
A5224	3	114245672	119535894
A2621	3	119535232	119806325
A0273	3	118594064	119891948
A2727	3	118718262	120172462
A2904	3	120187283	120356712
A3500	3	120187601	120947812
B3704	3	120175494	120947891
B3574	3	120356784	121298271
A0356	3	121467274	121647984
A0912	3	121301336	121647984
A1424	3	121301336	121647984
