taxon	chr	start	end
14FL991620:250410921	1	57395397	57446995
14FL991826:250411096	1	57262043	57446995
14FL991981:250411283	1	57254791	57446995
14FL992730:250412041	1	57395553	57446995
14FL990727:250409910	1	57446995	57593078
14FL991774:250411054	1	57456969	57593078
14FL992514:250411802	1	57446995	57593078
13FL991680:250306300	1	57446995	57595550
13FL992046:250307844	1	57268437	57595550
14FL991107:250410331	1	57446995	57595550
14FL992678:250411967	1	57446995	57595550
13FL992266:250308092	1	57395553	57597608
14FL990730:250409913	1	57456969	57597608
14FL991976:250411277	1	57267606	57597608
13FL990352:250294600	1	57597627	57648458
13FL990529:250294791	1	57268437	57648458
13FL990666:250294965	1	57456969	57648458
13FL990727:250295020	1	57595550	57648458
14FL990016:250407973	1	57597627	57648458
14FL990420:250409555	1	57456969	57648458
14FL992650:250411944	1	57268437	57648458
14FL990428:250409563	1	57446995	57648488
14FL990804:250410007	1	57446995	57648488
14FL991187:250410434	1	57446995	57648488
14FL991400:250410681	1	57446995	57648488
13FL990033:250304363	1	57267114	57648536
13FL992618:250308669	1	57456969	57648536
14FL992119:250411427	1	57268437	57648536
14FL992506:250411795	1	57395553	57648536
14FL992572:250411847	1	57446995	57648536
14FL990632:250409797	1	57648458	57648633
14FL992033:250411329	1	57597589	57648633
13FL990350:250294598	1	57395553	57648638
13FL990354:250294602	1	57597725	57648638
13FL990737:250295030	1	57597725	57648638
13FL991372:250308589	1	57395553	57648638
13FL991489:250349620	1	57597608	57648638
14FL990903:250410120	1	57395553	57648638
14FL991614:250410917	1	57648488	57648638
14FL991984:250411286	1	57597608	57648638
14FL992719:250412035	1	57597725	57648638
14FL991120:250410374	1	57456969	57648642
14FL991791:250411064	1	57446995	57648642
165_6_Tuxpeno_El_Aguacatito_Mex_:250358061	1	57446995	57648642
13FL990666:250294965	1	57648536	57648643
13FL992915:250308997	1	57268437	57648643
14FL991984:250411286	1	57648638	57678799
14FL992033:250411329	1	57648633	57678799
13FL990737:250295030	1	57648638	57678803
13FL991489:250349620	1	57648638	57678803
14FL990428:250409563	1	57648642	57678803
14FL991120:250410374	1	57648642	57678803
14FL992506:250411795	1	57648643	57678803
165_6_Tuxpeno_El_Aguacatito_Mex_:250358061	1	57648642	57683179
14FL990727:250409910	1	57648633	57683623
14FL991497:250410805	1	57678799	57988054
14FL990655:250409818	1	57446995	57988077
13FL991488:250349619	1	57678799	57991331
14FL990469:250409633	1	57678799	57991331
14FL990267:250409394	1	57695778	57991390
14FL991774:250411054	1	57678803	57991390
14FL992514:250411802	1	57683327	57991390
14FL992934:250412217	1	57683104	57991390
13FL990657:250294926	1	57446995	58047183
14FL990804:250410007	1	57678803	58047183
14FL991208:250410448	1	57678803	58047183
13FL991739:250307523	1	57678799	58047298
14FL990730:250409913	1	57678803	58047298
14FL992719:250412035	1	57695778	58047298
13FL991192:250305854	1	57695778	58052081
14FL991614:250410917	1	57683231	58057623
14FL990420:250409555	1	57683179	58057652
14FL992237:250411541	1	57997114	58178590
13FL990741:250295033	1	58058446	58198274
14FL991791:250411064	1	58047183	58201294
13FL990741:250295033	1	58280573	58539335
14FL992734:250412045	1	58057652	58539335
13FL990352:250294600	1	58047183	58589821
13FL992349:250308199	1	58057652	58589821
14FL990016:250407973	1	58047183	58589821
14FL991187:250410434	1	58047183	58589821
14FL991400:250410681	1	58057652	58589821
14FL991631:250410929	1	58047183	58589821
14FL991976:250411277	1	58047183	58589821
14FL992290:250411572	1	57991391	58589821
14FL992572:250411847	1	58178590	58589821
14FL992671:250411960	1	58057652	58589821
13FL990088:250304409	1	58178590	58590019
14FL990006:250407968	1	58590019	58945899
13FL991316:250308541	1	58590019	59022498
13FL991359:250308576	1	58589821	59022619
14FL991275:250410535	1	58589894	59023251
13FL990360:250294608	1	59027722	59070698
13FL990190:250294395	1	59071711	59106545
14FL992473:250411739	1	59022619	59106545
13FL990791:250307020	1	59023158	59106570
13FL991536:250426770	1	57446995	59119434
14FL992646:250411941	1	57991390	59119434
13FL992287:250308142	1	59106545	59119470
13FL992505:250308408	1	59027653	59119470
13FL992945:250426803	1	59027653	59119470
14FL990175:250409273	1	59119434	59133042
13FL991225:250305885	1	58057652	59133120
13FL991244:250305904	1	58057652	59133120
13FL992218:250308057	1	59022440	59133120
13FL992299:250308152	1	58057652	59133120
14FL990502:250409660	1	58057652	59133120
14FL991580:250410902	1	59027653	59133120
13FL990358:250294606	1	59119470	59133208
13FL990480:250294748	1	59110557	59133208
13FL991113:250307402	1	59106545	59133208
14FL990970:250410179	1	58589821	59133208
14FL992653:250411947	1	59106545	59133208
14FL991457:250410767	1	59133372	59134518
13FL992164:250323852	1	59134523	59240028
14FL992547:250411829	1	59163400	59240028
14FL990140:250409244	1	59134518	59254263
13FL990832:250307057	1	58047298	59254285
13FL991372:250308589	1	57678799	59254285
13FL991557:250306156	1	58047298	59254285
13FL991688:250306308	1	58047298	59254285
13FL991692:250306312	1	58047298	59254285
14FL990564:250409741	1	57678799	59254285
13FL990336:250294584	1	59134523	59341314
13FL990572:250294859	1	59163718	59341314
13FL991813:250307575	1	59134523	59341314
14FL992186:250411474	1	59134488	59341314
13FL990345:250294593	1	57683179	59408979
14FL990939:250410149	1	59240032	59408979
13FL992947:250426804	1	59430365	59841834
14FL992186:250411474	1	59662371	59841834
14FL992843:250412119	1	59418584	59841836
13FL990344:250294592	1	59420801	59847417
13FL992729:250308803	1	59134523	59952180
13FL991813:250307575	1	59952180	60183053
14FL990046:250407993	1	60016764	60183053
14FL991575:250410896	1	59841834	60183053
14FL991624:250410925	1	59952180	60183053
13FL991203:250305864	1	59948527	60183054
13FL992348:250308198	1	59948529	60183054
13FL992543:250308442	1	59948529	60183054
14FL991583:250410904	1	59772864	60183054
13FL991836:250307596	1	59952144	60190434
13FL990956:250426768	1	60183053	60228496
14FL990377:250409516	1	60183053	60228496
14FL992394:250411683	1	59952144	60228496
14FL991272:250410532	1	59952144	60323273
13FL991603:250306198	1	60183054	60323284
13FL992190:250308034	1	59948529	60323331
14FL992229:250411534	1	59948527	60344567
13FL991492:250349623	1	60530717	60746170
13FL991559:250306158	1	60427559	60746170
13FL992231:250308066	1	60325703	60746170
13FL992730:250308804	1	60530717	60746170
14FL990103:250408039	1	60325703	60746170
14FL992039:250411334	1	60530717	60746170
14FL992048:250411341	1	60530607	60746170
14FL992783:250412084	1	60344567	60746170
14FL992084:250411402	1	60530717	60746198
14FL992883:250412177	1	60530669	60746198
13FL990877:250307130	1	60531618	60746856
13FL992636:250308686	1	60530717	60747078
14FL990288:250409412	1	60427559	60815512
13FL990066:250304390	1	60427559	60873723
13FL990296:250323698	1	60747232	60873814
13FL992093:250323785	1	60746170	60885022
13FL991512:250306115	1	60747078	60888390
13FL992055:250307850	1	60746856	60916465
13FL990103:250426762	1	60530717	60932490
14FL991029:250410258	1	60746170	60935293
14FL991086:250410311	1	60873723	60935467
14FL990058:250408003	1	60873814	60939087
13FL992178:250308022	1	60935467	60939382
14FL992037:250411333	1	60746170	60939382
14FL992493:250411782	1	60939587	60947007
13FL992175:250308019	1	60947007	61215229
14FL991133:250410383	1	60947007	61215229
13FL992440:250308316	1	60947007	61215414
13FL992417:250308296	1	61232021	61494886
14FL990166:250409266	1	61045345	61494886
14FL992320:250411593	1	60939587	61573743
14FL991702:250411009	1	61532063	61574672
13FL992966:250426822	1	60884890	61641439
13FL990207:250294409	1	61574672	61641857
13FL991507:250306109	1	61574663	61641857
14FL992245:250411548	1	61575021	61641906
14FL991436:250410715	1	61574672	61781274
14FL991702:250411009	1	61574672	61781274
13FL990906:250307159	1	61668339	61781280
13FL991124:250307411	1	61668339	61781280
14FL992729:250412040	1	61641857	61785184
13FL991537:250426702	1	61532063	61785252
13FL991160:250307445	1	61781274	61785312
13FL990899:250307152	1	61798991	61898891
14FL991222:250410461	1	61798991	61898891
14FL992674:250411963	1	61785724	61898891
14FL992897:250412190	1	61785679	61898891
14FL992988:250426635	1	61798991	61898891
14FL991483:250410791	1	61900369	62031295
13FL990687:250294982	1	62031279	62214081
13FL991121:250307408	1	61900369	62214081
13FL991482:250426697	1	61900369	62214081
13FL991617:250306242	1	61900902	62214081
13FL992715:250308791	1	62031279	62214081
13FL992775:250308849	1	61900369	62214081
14FL990630:250409795	1	61900369	62214081
14FL991142:250410392	1	61900170	62214081
14FL991772:250411052	1	61900369	62214081
14FL991845:250411143	1	61900369	62214081
14FL990123:250408056	1	62031279	62296409
14FL991923:250411204	1	62031279	62296409
13FL990207:250294409	1	61899554	62419016
13FL990380:250294624	1	62031279	62419016
13FL991435:250349570	1	61900170	62419016
13FL992088:250323780	1	62296409	62419016
14FL990146:250409249	1	62031279	62419016
14FL990710:250409895	1	62214081	62419016
14FL990869:250410058	1	61900369	62419016
13FL990499:250294767	1	61785724	62420063
13FL992915:250308997	1	61785724	62420063
14FL990776:250409953	1	61785724	62420063
14FL992634:250411929	1	62214081	62420063
14FL991375:250410658	1	62031279	62426055
13FL991376:250308593	1	62214081	62426215
14FL991841:250411139	1	61900369	62426215
13FL991466:250349598	1	61900369	62493499
13FL992674:250308721	1	62463467	62705496
14FL992535:250411820	1	62513153	62738488
13FL990815:250307043	1	62513153	62748095
14FL992455:250411727	1	62506855	62748095
13FL991004:250307267	1	62420063	62857089
13FL992029:250307829	1	62736558	62999021
14FL990967:250410176	1	62748095	62999022
13FL992792:250308866	1	62748095	62999072
14FL991454:250410764	1	62748533	62999072
13FL991435:250349570	1	62999072	63023764
14FL992769:250412073	1	62748569	63023764
13FL992651:250308703	1	62513153	63024492
14FL991136:250410388	1	63029403	63133725
14FL992206:250411520	1	63029403	63133725
13FL990763:250295055	1	62743234	63142374
13FL990873:250307126	1	63029403	63142374
13FL992382:250308229	1	62743234	63142374
13FL992804:250308908	1	63025824	63142374
14FL990344:250409491	1	63041324	63142374
14FL990694:250409881	1	62743234	63142374
14FL991921:250411202	1	62743234	63142374
14FL991936:250411216	1	63142374	63221423
14FL992952:250412229	1	63029403	63221423
14FL990804:250410007	1	63142374	63222761
13FL991846:250307636	1	63133725	63234055
13FL991382:250308600	1	63222761	63237782
13FL992312:250308164	1	63221423	63237782
14FL990555:250409701	1	63221423	63237782
13FL990554:250294844	1	63025824	63272505
13FL991720:250307511	1	63025824	63272505
13FL990631:250294903	1	63272793	63283236
14FL990998:250410204	1	63283641	63374694
14FL992218:250411527	1	63327415	63374694
13FL990281:250426661	1	63375048	63479679
14FL991032:250410261	1	63375048	63479703
13FL992809:250308912	1	63375048	63479863
13FL991414:250349552	1	63284061	63575760
13FL992312:250308164	1	63283761	63575760
14FL990998:250410204	1	63480321	63588284
14FL992985:250426632	1	63479997	63588284
13FL991722:250307513	1	63480033	63591639
13FL991860:250307647	1	63591639	63745125
14FL992385:250411675	1	63591659	63858478
14FL992516:250411804	1	63588657	63928722
14FL992942:250412220	1	63272793	63928722
13FL990631:250294903	1	63575760	63928731
14FL990723:250409907	1	63745547	63928731
14FL990749:250409931	1	63480312	63928731
14FL991822:250411092	1	63480031	63928731
14FL991843:250411141	1	63745709	63928731
13FL992838:250308937	1	63375048	64040634
13FL992676:250308723	1	63745683	64043521
13FL992569:250308466	1	64208845	64404951
14FL990706:250409892	1	64208845	64407567
13FL990966:250307206	1	64208845	64408802
14FL990352:250409495	1	64208845	64438247
13FL992935:250426793	1	64408965	64734279
14FL990003:250407965	1	64408965	64734279
14FL992922:250412211	1	64408965	64734279
13FL990966:250307206	1	64504173	64843390
13FL992944:250426802	1	64476839	64843390
14FL990226:250409322	1	64476937	64852486
14FL991081:250410306	1	64404816	64852486
14FL992171:250411463	1	64476839	64852670
13FL990684:250294979	1	64438247	64853788
13FL991513:250306116	1	64404816	64853788
13FL992682:250308728	1	64408965	64853788
14FL990383:250409522	1	64476839	64853788
14FL992385:250411675	1	64504173	64853788
14FL991020:250410250	1	64476839	64858196
14FL991322:250410577	1	64853788	64987726
13FL990745:250295038	1	64408784	64987918
13FL992530:250308429	1	64853788	64987918
13FL991652:250306275	1	64476839	65078201
13FL992375:250308224	1	65078307	65264443
13FL991163:250307448	1	65079388	65308745
14FL990278:250409404	1	65079165	65308745
14FL992261:250411554	1	65079195	65386145
13FL991622:250306246	1	65310783	65437940
14FL992049:250411342	1	65317555	65496986
14FL992611:250411906	1	65317555	65496986
13FL991567:250306166	1	65386174	65497058
13FL991806:250307568	1	65386124	65544592
13FL990741:250295033	1	65497127	65544595
13FL992809:250308912	1	65544592	65609861
14FL991173:250410420	1	65544474	65610041
13FL990184:250294391	1	65544489	65610051
13FL990604:250294882	1	65544592	65617361
14FL992702:250411987	1	65544595	65617361
13FL991058:250307321	1	65615819	65617416
13FL992157:250307971	1	65619428	65785343
13FL992189:250308033	1	65617946	65785343
14FL990984:250410191	1	65617416	65785343
14FL991325:250410580	1	65619534	65785343
14FL992190:250411477	1	65620831	65785343
14FL992476:250411772	1	65617361	65785343
13FL990781:250426767	1	65620831	65785359
14FL990090:250408031	1	65619428	65785359
14FL990938:250410148	1	65610143	65785359
14FL990263:250409390	1	65619534	65850571
13FL992570:250308467	1	65785359	65851949
14FL990255:250409383	1	65786107	65851949
14FL990393:250409532	1	65855994	65944753
14FL990707:250409893	1	65786107	65994593
13FL991934:250307715	1	66024665	66245334
13FL991053:250307316	1	65992296	66245539
13FL992213:250426719	1	66025627	66245539
14FL990786:250409961	1	65991303	66245539
14FL992516:250411804	1	65786107	66245539
14FL991279:250410539	1	65991303	66251152
14FL990128:250409235	1	65850549	66251945
14FL990244:250409373	1	65992361	66251945
14FL990221:250409317	1	66242825	66252125
13FL991063:250307326	1	66025629	66252519
14FL991819:250411090	1	65941476	66252519
13FL991866:250307652	1	65991303	66252520
14FL990877:250410065	1	65992296	66252582
13FL991664:250306285	1	65991303	66318540
14FL991350:250410632	1	66252599	66318545
14FL992469:250411737	1	66242825	66319666
14FL991431:250410711	1	61575021	66328291
13FL990220:250294418	1	66328370	66571036
13FL991049:250307312	1	66388016	66571036
14FL990128:250409235	1	66328370	66571036
13FL990170:250294380	1	66572418	66654066
13FL992350:250308200	1	66388016	66654066
13FL990087:250304408	1	66325980	66823974
14FL991415:250410696	1	66388016	66852600
13FL990011:250304341	1	66823974	66932703
13FL992373:250308222	1	66388016	67036076
14FL991240:250410503	1	66935949	67036076
13FL990170:250294380	1	67037745	67039339
14FL992448:250411723	1	66935949	67039339
14FL990941:250410151	1	66852600	67108192
13FL990404:250294647	1	66932703	67108209
13FL991965:250307776	1	66934786	67108209
14FL991236:250410468	1	66823974	67108209
14FL991871:250411166	1	66823974	67108209
14FL990649:250409812	1	67036076	67116387
13FL990052:250304381	1	67116387	67323598
13FL990491:250294759	1	67204222	67323598
13FL991323:250308546	1	67204222	67323598
13FL991422:250349558	1	67108198	67323598
13FL992738:250308812	1	67039339	67323598
14FL990750:250409932	1	67039339	67323598
14FL991017:250410248	1	67121157	67323598
14FL991337:250410589	1	67204222	67323598
14FL991401:250410682	1	67121157	67323598
14FL991721:250411017	1	67039339	67323598
13FL991479:250349609	1	67323598	67483533
14FL991470:250410781	1	67231447	67483533
13FL990207:250294409	1	67323598	67597802
13FL990925:250426672	1	67231447	67597802
13FL992082:250307900	1	67204220	67597802
14FL990102:250408038	1	67204220	67597802
14FL990474:250409637	1	67204220	67597802
14FL990563:250409740	1	67323598	67597802
14FL990810:250410012	1	67323598	67597802
14FL990920:250410135	1	67323598	67597802
14FL991579:250410901	1	67204220	67597802
14FL991695:250410974	1	67323598	67597802
14FL992036:250411332	1	67204220	67597802
14FL992466:250411734	1	67323598	67597802
14FL992663:250411954	1	67323598	67597802
14FL992685:250411973	1	67323598	67597802
13FL991901:250307684	1	67121157	67597811
13FL991968:250307778	1	67116387	67597811
13FL992125:250323814	1	67323598	67597811
13FL992455:250308330	1	67323598	67597811
13FL992774:250308848	1	67323598	67597811
13FL992797:250308902	1	67323598	67597811
14FL990029:250407983	1	67323598	67597811
14FL990867:250410056	1	67108198	67597811
14FL992155:250411452	1	67323598	67597811
14FL992709:250412025	1	67483533	67597811
13FL991026:250307291	1	67116387	67606746
13FL991066:250307329	1	67323598	67606746
13FL991278:250305934	1	67483533	67606746
13FL992037:250307836	1	67483533	67606746
13FL990316:250323715	1	67323598	67608035
13FL991082:250307343	1	67121157	67608095
13FL990214:250294415	1	67116387	67608148
13FL990309:250323710	1	67608008	68089015
13FL990529:250294791	1	67608008	68089015
13FL991527:250306131	1	67323598	68089015
14FL990258:250409385	1	67608095	68089015
14FL991073:250410298	1	67611885	68089015
14FL992106:250411418	1	67608423	68089015
14FL992384:250411674	1	67608115	68089015
13FL991389:250308606	1	67608008	68089135
14FL990831:250410028	1	67608423	68089135
14FL992857:250412159	1	67608423	68089135
13FL991617:250306242	1	67740442	68096322
14FL991815:250411086	1	67608008	68096322
14FL992178:250411467	1	67608095	68096322
14FL992899:250412191	1	67608115	68096322
14FL992940:250412219	1	67611885	68096322
13FL991030:250307295	1	67608121	68096520
14FL990237:250409366	1	67611885	68096520
14FL992695:250411981	1	67608008	68096520
14FL992759:250412066	1	67608414	68096520
13FL991828:250426706	1	67608121	68174945
13FL991926:250307707	1	67608121	68174945
14FL990509:250409666	1	67608115	68174945
14FL991348:250410630	1	67608121	68174945
14FL991368:250410651	1	67608121	68174945
13FL990407:250294650	1	68190671	68217655
14FL991756:250411039	1	67608095	68221050
13FL990411:250294654	1	67608095	68225031
13FL991637:250306263	1	67608035	68225127
13FL990716:250295011	1	67608414	68394262
13FL990530:250294792	1	67608008	68394298
13FL991355:250308572	1	67740477	68394298
13FL992081:250323773	1	67608095	68394298
14FL990858:250410050	1	65785909	68394298
14FL992858:250412160	1	67608414	68394342
13FL992380:250308228	1	68248886	68394362
14FL992484:250411776	1	68217655	68394362
13FL990241:250323645	1	67608423	68394438
13FL992432:250308308	1	67323598	68394593
13FL992503:250308406	1	68221050	68394593
14FL992682:250411971	1	67608423	68394593
14FL990842:250410037	1	68396441	68538147
14FL991216:250410455	1	68396479	68538147
14FL991275:250410535	1	67608423	68550873
13FL991205:250305866	1	68394603	68566579
13FL992204:250308046	1	68567897	68589926
14FL991472:250410783	1	68591104	68663317
13FL991613:250306238	1	68591090	68665740
13FL990466:250294735	1	68665740	68810283
13FL990737:250295030	1	68665740	68810290
14FL991367:250410650	1	68664674	68810290
13FL992702:250308779	1	61575021	68836329
13FL990187:250294393	1	68937174	69016458
13FL991141:250307428	1	68937179	69016458
13FL990737:250295030	1	69017281	69171259
13FL991974:250307784	1	69017281	69171259
14FL991511:250410816	1	68937174	69171259
14FL991520:250410825	1	69016458	69303184
14FL991242:250410505	1	69171259	69303431
14FL992844:250412120	1	69016458	69303431
14FL991923:250411204	1	69161890	69322691
13FL992669:250308716	1	69016458	69429450
14FL992751:250412060	1	69303184	69429450
13FL990636:250294906	1	69162522	69620597
14FL990568:250409747	1	69429450	69620597
14FL991079:250410304	1	69303184	69622815
14FL992786:250412086	1	69429811	69628422
14FL992698:250411984	1	69015605	69632395
13FL990482:250294750	1	69298824	69734491
14FL991012:250410213	1	69632637	69734508
14FL992909:250412198	1	69303184	69734508
14FL992786:250412086	1	69628422	69734668
14FL991932:250411212	1	69429811	69750315
13FL991939:250307720	1	69303184	69750377
13FL990338:250294586	1	69750377	69937017
13FL992669:250308716	1	69750377	69937017
13FL990536:250294798	1	69937017	70117973
13FL992572:250308469	1	69937017	70118149
14FL991102:250410327	1	69750748	70121794
13FL991868:250307654	1	70122980	70217609
13FL992655:250308706	1	70122980	70305463
13FL991125:250307412	1	70121794	70502515
14FL990801:250410005	1	70446819	70502515
13FL991525:250306129	1	70305463	70502524
13FL992467:250308340	1	69752244	70502524
14FL991086:250410311	1	70620137	70822419
13FL992463:250308336	1	70621162	70865320
13FL992908:250308990	1	70502524	70865320
14FL991131:250410382	1	70620028	70865320
14FL991617:250410919	1	70620028	70865320
14FL992123:250411431	1	70446819	70865320
14FL992588:250411857	1	70621162	70865320
14FL990149:250409250	1	70621162	70865626
13FL991508:250306111	1	70620678	70865869
13FL992143:250323832	1	70620616	70865869
13FL991446:250349579	1	70620137	70974592
13FL991891:250307674	1	70502515	70974592
14FL990220:250409316	1	70620137	70974592
13FL992471:250308344	1	70502524	70987872
14FL992397:250411685	1	70620616	70987872
13FL992360:250308210	1	70620032	71140496
13FL992952:250426809	1	70620678	71140496
14FL990447:250409580	1	70620678	71140496
14FL991553:250410849	1	70620032	71140496
14FL992007:250411304	1	70865869	71140496
14FL992402:250411689	1	70865850	71140496
13FL992730:250308804	1	70620616	71140507
14FL991391:250410673	1	70987872	71140507
13FL990204:250294406	1	70865320	71140530
13FL992421:250308300	1	70974592	71151620
13FL992475:250308348	1	70620678	71155996
13FL992557:250308455	1	70987872	71155996
14FL990403:250409540	1	71140496	71155996
14FL990529:250409678	1	70620032	71155996
13FL990419:250294661	1	70974592	71164373
14FL991395:250410677	1	70974592	71164373
13FL991333:250308553	1	71164373	71428121
13FL992127:250323816	1	71164373	71526566
14FL990708:250409894	1	71164373	71526566
14FL991488:250410796	1	71164373	71526566
13FL991006:250307269	1	71164373	71526608
13FL991810:250307572	1	71164373	71526608
14FL992245:250411548	1	71164373	71526608
14FL992917:250412206	1	70865869	71526608
14FL992423:250411703	1	71157027	71671155
14FL992664:250411955	1	71526608	71671155
13FL990243:250323647	1	71157027	71671253
13FL992196:250308040	1	71164373	71671253
13FL991609:250306235	1	71164373	71671351
13FL990207:250294409	1	71156174	71820653
13FL991137:250307424	1	71671454	71820653
14FL990860:250410052	1	71164373	71820653
13FL991263:250305923	1	71671454	71831097
13FL990376:250294621	1	71428121	71833704
14FL991016:250410247	1	71671454	71833707
14FL991767:250411047	1	71671454	71981808
13FL990980:250307216	1	71526566	71981815
13FL991006:250307269	1	71773558	71981815
13FL991810:250307572	1	71671454	71981815
13FL992549:250308448	1	71773564	71981815
13FL992711:250426759	1	71671253	71981815
14FL992884:250412180	1	71155996	71981815
13FL991055:250307318	1	71773558	71982122
13FL992392:250308269	1	71849055	71982122
14FL990241:250409370	1	71671454	71982122
14FL990555:250409701	1	71773564	71982122
14FL992346:250411610	1	71164089	71982122
14FL992680:250411969	1	71773564	71982122
13FL991360:250308577	1	71164373	71982386
14FL990502:250409660	1	71519083	71982386
14FL990700:250409887	1	71519083	71982386
13FL990850:250307073	1	71987967	72028894
13FL991231:250305891	1	71985207	72028894
13FL991390:250308607	1	71987967	72028894
13FL991493:250349624	1	71985207	72028894
14FL991682:250410964	1	71984886	72028894
13FL991024:250307289	1	71984886	72029270
13FL990819:250307045	1	71987967	72029411
13FL991312:250308537	1	71985086	72029411
13FL991697:250306317	1	71985038	72029411
13FL992653:250308705	1	71987967	72029411
14FL990426:250409561	1	72029411	72032525
14FL991393:250410675	1	71982122	72032525
14FL992314:250411589	1	72029258	72032721
14FL991585:250410906	1	71982381	72032743
14FL992180:250411469	1	72032759	72228016
13FL991937:250307718	1	71849055	72228449
13FL992335:250308185	1	72029411	72228449
13FL991161:250307446	1	72032525	72241566
13FL992413:250308291	1	72081035	72241566
13FL992506:250308409	1	72032525	72241566
13FL992987:250426841	1	72032743	72241566
14FL991376:250410659	1	72032721	72241566
14FL992783:250412084	1	71671155	72280381
13FL992456:250308331	1	71987965	72299609
13FL992460:250308335	1	72029258	72299609
14FL990343:250409490	1	72032743	72299609
14FL990931:250410142	1	72032721	72299609
14FL992081:250411400	1	72032721	72299609
14FL992669:250411959	1	72081035	72299609
14FL990300:250409424	1	72032696	72299630
14FL991255:250410516	1	72029411	72299630
14FL991929:250411209	1	71987967	72299630
14FL992025:250411321	1	72029411	72299630
13FL990175:250294385	1	72299609	72303602
14FL990240:250409369	1	72032743	72303602
14FL991809:250411081	1	72029411	72303602
14FL991809:250411081	1	72303602	72345223
13FL992047:250307845	1	72299609	72406514
14FL991101:250410326	1	72299630	72406514
13FL990793:250307022	1	72228016	72406586
13FL991493:250349624	1	72299630	72406586
14FL990682:250409869	1	72299609	72406586
13FL992536:250308436	1	72029411	72408229
14FL991424:250410704	1	72303602	72598009
13FL990568:250294856	1	72345223	72602815
13FL990605:250294883	1	72028894	72602815
13FL990704:250294999	1	72028894	72602815
13FL991518:250306121	1	72032721	72602815
13FL991991:250307799	1	71982122	72602815
13FL992651:250308703	1	72408229	72602815
14FL992399:250411686	1	72028894	72602815
13FL992367:250308216	1	72028894	72602875
13FL992399:250308276	1	72492917	72602875
13FL990438:250294711	1	72602875	72832159
13FL992214:250308053	1	72492714	72832159
14FL990241:250409370	1	72408229	72832159
14FL991811:250411082	1	72408229	72832159
14FL990609:250409778	1	72602875	72832404
13FL991393:250308610	1	72408229	72882149
14FL991443:250410722	1	72299630	72886624
14FL992589:250411858	1	72602815	72886624
14FL990892:250410080	1	72408229	72898986
13FL991018:250307282	1	72303602	72907178
13FL990116:250294332	1	72907390	73080818
13FL992279:250308104	1	72907462	73080930
14FL991564:250410888	1	72907390	73370891
14FL991720:250411016	1	72907167	73370891
13FL990381:250294625	1	72408229	73381835
13FL990945:250307191	1	72408229	73381835
13FL992478:250308351	1	73080930	73381835
13FL992931:250426790	1	72408229	73381835
14FL991116:250410339	1	72408229	73381835
14FL991157:250410406	1	73080930	73381835
14FL991334:250410587	1	72832159	73381835
13FL990876:250307129	1	73080930	73381848
13FL992926:250426783	1	72832159	73381848
13FL992927:250426784	1	72408229	73381848
14FL990677:250409834	1	73080930	73381848
14FL991163:250410412	1	72832159	73381848
14FL991363:250410646	1	72907167	73381848
13FL990568:250294856	1	73080930	73437076
13FL992290:250308146	1	72909079	73437076
14FL990278:250409404	1	72907390	73437076
14FL990498:250409657	1	72406586	73437076
14FL991430:250410710	1	73080930	73437076
14FL992978:250412243	1	73080818	73437076
13FL990229:250323634	1	73080930	73437104
13FL990752:250295044	1	73080818	73437104
14FL990979:250410187	1	72907508	73437104
13FL992347:250308197	1	72906832	73437236
13FL992398:250308275	1	73381859	73437385
14FL991411:250410692	1	72899078	73453833
13FL992554:250308453	1	72907508	73453845
13FL991887:250426711	1	72032721	73454036
14FL990317:250409437	1	72081032	73454036
14FL991531:250410834	1	72032721	73454036
13FL991234:250305893	1	72028894	73565671
13FL992754:250308828	1	72907508	73565671
14FL990951:250410161	1	73453833	73565671
14FL992338:250411605	1	73575374	73576648
13FL991079:250307340	1	73573529	73706572
14FL990843:250410038	1	61575021	73706826
171_13_Tuxpeno_El_Aguacatito_Mex_:250358104	1	73577091	73706826
13FL991431:250349566	1	73577029	73707139
13FL990354:250294602	1	73707121	73841308
14FL991462:250410774	1	73707139	73973963
13FL990393:250294637	1	73707121	74102081
13FL991055:250307318	1	73707139	74102081
14FL992244:250411547	1	73707139	74102081
171_13_Tuxpeno_El_Aguacatito_Mex_:250358104	1	73707139	74102081
13FL991396:250308613	1	73707121	74102263
14FL991414:250410695	1	73707139	74103527
13FL991933:250426713	1	73706826	74164047
13FL992548:250308447	1	73577029	74164047
14FL990418:250409553	1	74102081	74164047
14FL990692:250409879	1	61575021	74164047
14FL991965:250411268	1	73707139	74164047
14FL992502:250411790	1	66328291	74164047
14FL992718:250412034	1	73577029	74164047
14FL991926:250411206	1	74164047	74201467
13FL990413:250294656	1	73707139	74201482
13FL991851:250307639	1	74164047	74201482
13FL992269:250308095	1	74102081	74201482
14FL991062:250410288	1	74100140	74201482
14FL991976:250411277	1	74164047	74250715
14FL992601:250411866	1	73973963	74250715
13FL991431:250349566	1	74164047	74536204
13FL991384:250308602	1	74250715	74536221
13FL992102:250323792	1	74327727	74536274
14FL991487:250410795	1	74250715	74536274
14FL992146:250411445	1	74201467	74536294
14FL992601:250411866	1	74250715	74536294
14FL990828:250410025	1	73841308	74536336
14FL991261:250410521	1	74250008	74536336
13FL990161:250294374	1	74536274	74639146
13FL990752:250295044	1	74250715	74639279
13FL991016:250307280	1	74250715	74639279
